$p_{\max}$,"$u_{S,\max}$",value,fp_num,name,stability
0.29285714285714287,0.01578571428571429,0.0,0,S,False
0.29285714285714287,0.01578571428571429,0.0180900000000000,0,N,False
0.29285714285714287,0.01578571428571429,0.150000000000000,0,C,False
0.29285714285714287,0.01578571428571429,17.1428571428571,1,H,True
0.29285714285714287,0.01578571428571429,41.3847502191060,1,S,True
0.29285714285714287,0.01578571428571429,0.0180900000000000,1,N,True
0.29285714285714287,0.01578571428571429,0.00515337423312883,1,C,True
0.29285714285714287,0.01578571428571429,74.9446654611208,2,H,False
0.29285714285714287,0.01578571428571429,92.5175917259189,2,S,False
0.29285714285714287,0.01578571428571429,0.00797468354430382,2,N,False
0.29285714285714287,0.01578571428571429,0.00849583613445869,2,C,False
0.29285714285714287,0.01578571428571429,74.9446654611210,3,H,True
0.29285714285714287,0.01578571428571429,15.0269847036484,3,S,True
0.29285714285714287,0.01578571428571429,0.00797468354430382,3,N,True
0.29285714285714287,0.01578571428571429,0.0705340931969075,3,C,True
0.29285714285714287,0.020714285714285716,17.1428571428571,0,H,False
0.29285714285714287,0.020714285714285716,0.0,0,S,False
0.29285714285714287,0.020714285714285716,0.0180900000000000,0,N,False
0.29285714285714287,0.020714285714285716,0.150000000000000,0,C,False
0.29285714285714287,0.020714285714285716,17.1428571428571,1,H,True
0.29285714285714287,0.020714285714285716,41.3847502191060,1,S,True
0.29285714285714287,0.020714285714285716,0.0180900000000000,1,N,True
0.29285714285714287,0.020714285714285716,0.00515337423312883,1,C,True
0.29285714285714287,0.020714285714285716,88.7962240402769,2,H,False
0.29285714285714287,0.020714285714285716,81.6132088570374,2,S,False
0.29285714285714287,0.020714285714285716,0.00555066079295154,2,N,False
0.29285714285714287,0.020714285714285716,0.0112580003085698,2,C,False
0.29285714285714287,0.020714285714285716,88.7962240402769,3,H,True
0.29285714285714287,0.020714285714285716,24.9733618280982,3,S,True
0.29285714285714287,0.020714285714285716,0.00555066079295154,3,N,True
0.29285714285714287,0.020714285714285716,0.0495297946158917,3,C,True
0.29285714285714287,0.025642857142857144,17.1428571428571,0,H,False
0.29285714285714287,0.025642857142857144,0.0,0,S,False
0.29285714285714287,0.025642857142857144,0.0180900000000000,0,N,False
0.29285714285714287,0.025642857142857144,0.150000000000000,0,C,False
0.29285714285714287,0.025642857142857144,17.1428571428571,1,H,True
0.29285714285714287,0.025642857142857144,41.3847502191060,1,S,True
0.29285714285714287,0.025642857142857144,0.0180900000000000,1,N,True
0.29285714285714287,0.025642857142857144,0.00515337423312883,1,C,True
0.29285714285714287,0.025642857142857144,96.1899613899615,2,H,False
0.29285714285714287,0.025642857142857144,68.9854731904851,2,S,False
0.29285714285714287,0.025642857142857144,0.00425675675675675,2,N,False
0.29285714285714287,0.025642857142857144,0.0147476053993896,2,C,False
0.29285714285714287,0.025642857142857144,96.1899613899614,3,H,True
0.29285714285714287,0.025642857142857144,34.4288630811203,3,S,True
0.29285714285714287,0.025642857142857144,0.00425675675675675,3,N,True
0.29285714285714287,0.025642857142857144,0.0363028339970620,3,C,True
0.29285714285714287,0.030571428571428576,17.1428571428571,0,H,False
0.29285714285714287,0.030571428571428576,0.0,0,S,False
0.29285714285714287,0.030571428571428576,0.0180900000000000,0,N,False
0.29285714285714287,0.030571428571428576,0.150000000000000,0,C,False
0.29285714285714287,0.030571428571428576,17.1428571428571,1,H,True
0.29285714285714287,0.030571428571428576,41.3847502191060,1,S,True
0.29285714285714287,0.030571428571428576,0.0180900000000000,1,N,True
0.29285714285714287,0.030571428571428576,0.00515337423312883,1,C,True
0.29285714285714287,0.030571428571428576,,2,H,False
0.29285714285714287,0.030571428571428576,,2,S,False
0.29285714285714287,0.030571428571428576,,2,N,False
0.29285714285714287,0.030571428571428576,,2,C,False
0.29285714285714287,0.030571428571428576,,3,H,False
0.29285714285714287,0.030571428571428576,,3,S,False
0.29285714285714287,0.030571428571428576,,3,N,False
0.29285714285714287,0.030571428571428576,,3,C,False
0.29285714285714287,0.035500000000000004,17.1428571428571,0,H,False
0.29285714285714287,0.035500000000000004,0.0,0,S,False
0.29285714285714287,0.035500000000000004,0.0180900000000000,0,N,False
0.29285714285714287,0.035500000000000004,0.150000000000000,0,C,False
0.29285714285714287,0.035500000000000004,17.1428571428571,1,H,True
0.29285714285714287,0.035500000000000004,41.3847502191060,1,S,True
0.29285714285714287,0.035500000000000004,0.0180900000000000,1,N,True
0.29285714285714287,0.035500000000000004,0.00515337423312883,1,C,True
0.29285714285714287,0.035500000000000004,,2,H,False
0.29285714285714287,0.035500000000000004,,2,S,False
0.29285714285714287,0.035500000000000004,,2,N,False
0.29285714285714287,0.035500000000000004,,2,C,False
0.29285714285714287,0.035500000000000004,,3,H,False
0.29285714285714287,0.035500000000000004,,3,S,False
0.29285714285714287,0.035500000000000004,,3,N,False
0.29285714285714287,0.035500000000000004,,3,C,False
0.29285714285714287,0.04042857142857143,17.1428571428571,0,H,False
0.29285714285714287,0.04042857142857143,0.0,0,S,False
0.29285714285714287,0.04042857142857143,0.0180900000000000,0,N,False
0.29285714285714287,0.04042857142857143,0.150000000000000,0,C,False
0.29285714285714287,0.04042857142857143,17.1428571428571,1,H,True
0.29285714285714287,0.04042857142857143,41.3847502191060,1,S,True
0.29285714285714287,0.04042857142857143,0.0180900000000000,1,N,True
0.29285714285714287,0.04042857142857143,0.00515337423312883,1,C,True
0.29285714285714287,0.04042857142857143,,2,H,False
0.29285714285714287,0.04042857142857143,,2,S,False
0.29285714285714287,0.04042857142857143,,2,N,False
0.29285714285714287,0.04042857142857143,,2,C,False
0.29285714285714287,0.04042857142857143,,3,H,False
0.29285714285714287,0.04042857142857143,,3,S,False
0.29285714285714287,0.04042857142857143,,3,N,False
0.29285714285714287,0.04042857142857143,,3,C,False
0.29285714285714287,0.04535714285714286,17.1428571428571,0,H,False
0.29285714285714287,0.04535714285714286,0.0,0,S,False
0.29285714285714287,0.04535714285714286,0.0180900000000000,0,N,False
0.29285714285714287,0.04535714285714286,0.150000000000000,0,C,False
0.29285714285714287,0.04535714285714286,17.1428571428571,1,H,True
0.29285714285714287,0.04535714285714286,41.3847502191060,1,S,True
0.29285714285714287,0.04535714285714286,0.0180900000000000,1,N,True
0.29285714285714287,0.04535714285714286,0.00515337423312883,1,C,True
0.29285714285714287,0.04535714285714286,,2,H,False
0.29285714285714287,0.04535714285714286,,2,S,False
0.29285714285714287,0.04535714285714286,,2,N,False
0.29285714285714287,0.04535714285714286,,2,C,False
0.29285714285714287,0.04535714285714286,,3,H,False
0.29285714285714287,0.04535714285714286,,3,S,False
0.29285714285714287,0.04535714285714286,,3,N,False
0.29285714285714287,0.04535714285714286,,3,C,False
0.29285714285714287,0.05028571428571429,17.1428571428571,0,H,False
0.29285714285714287,0.05028571428571429,0.0,0,S,False
0.29285714285714287,0.05028571428571429,0.0180900000000000,0,N,False
0.29285714285714287,0.05028571428571429,0.150000000000000,0,C,False
0.29285714285714287,0.05028571428571429,17.1428571428571,1,H,True
0.29285714285714287,0.05028571428571429,41.3847502191060,1,S,True
0.29285714285714287,0.05028571428571429,0.0180900000000000,1,N,True
0.29285714285714287,0.05028571428571429,0.00515337423312883,1,C,True
0.29285714285714287,0.05028571428571429,,2,H,False
0.29285714285714287,0.05028571428571429,,2,S,False
0.29285714285714287,0.05028571428571429,,2,N,False
0.29285714285714287,0.05028571428571429,,2,C,False
0.29285714285714287,0.05028571428571429,,3,H,False
0.29285714285714287,0.05028571428571429,,3,S,False
0.29285714285714287,0.05028571428571429,,3,N,False
0.29285714285714287,0.05028571428571429,,3,C,False
0.29285714285714287,0.055214285714285716,17.1428571428571,0,H,False
0.29285714285714287,0.055214285714285716,0.0,0,S,False
0.29285714285714287,0.055214285714285716,0.0180900000000000,0,N,False
0.29285714285714287,0.055214285714285716,0.150000000000000,0,C,False
0.29285714285714287,0.055214285714285716,17.1428571428571,1,H,True
0.29285714285714287,0.055214285714285716,41.3847502191060,1,S,True
0.29285714285714287,0.055214285714285716,0.0180900000000000,1,N,True
0.29285714285714287,0.055214285714285716,0.00515337423312883,1,C,True
0.29285714285714287,0.055214285714285716,,2,H,False
0.29285714285714287,0.055214285714285716,,2,S,False
0.29285714285714287,0.055214285714285716,,2,N,False
0.29285714285714287,0.055214285714285716,,2,C,False
0.29285714285714287,0.055214285714285716,,3,H,False
0.29285714285714287,0.055214285714285716,,3,S,False
0.29285714285714287,0.055214285714285716,,3,N,False
0.29285714285714287,0.055214285714285716,,3,C,False
0.29285714285714287,0.06014285714285715,17.1428571428571,0,H,False
0.29285714285714287,0.06014285714285715,0.0,0,S,False
0.29285714285714287,0.06014285714285715,0.0180900000000000,0,N,False
0.29285714285714287,0.06014285714285715,0.150000000000000,0,C,False
0.29285714285714287,0.06014285714285715,17.1428571428571,1,H,True
0.29285714285714287,0.06014285714285715,41.3847502191060,1,S,True
0.29285714285714287,0.06014285714285715,0.0180900000000000,1,N,True
0.29285714285714287,0.06014285714285715,0.00515337423312883,1,C,True
0.29285714285714287,0.06014285714285715,,2,H,False
0.29285714285714287,0.06014285714285715,,2,S,False
0.29285714285714287,0.06014285714285715,,2,N,False
0.29285714285714287,0.06014285714285715,,2,C,False
0.29285714285714287,0.06014285714285715,,3,H,False
0.29285714285714287,0.06014285714285715,,3,S,False
0.29285714285714287,0.06014285714285715,,3,N,False
0.29285714285714287,0.06014285714285715,,3,C,False
0.29285714285714287,0.06507142857142857,17.1428571428571,0,H,False
0.29285714285714287,0.06507142857142857,0.0,0,S,False
0.29285714285714287,0.06507142857142857,0.0180900000000000,0,N,False
0.29285714285714287,0.06507142857142857,0.150000000000000,0,C,False
0.29285714285714287,0.06507142857142857,17.1428571428571,1,H,True
0.29285714285714287,0.06507142857142857,41.3847502191060,1,S,True
0.29285714285714287,0.06507142857142857,0.0180900000000000,1,N,True
0.29285714285714287,0.06507142857142857,0.00515337423312883,1,C,True
0.29285714285714287,0.06507142857142857,,2,H,False
0.29285714285714287,0.06507142857142857,,2,S,False
0.29285714285714287,0.06507142857142857,,2,N,False
0.29285714285714287,0.06507142857142857,,2,C,False
0.29285714285714287,0.06507142857142857,,3,H,False
0.29285714285714287,0.06507142857142857,,3,S,False
0.29285714285714287,0.06507142857142857,,3,N,False
0.29285714285714287,0.06507142857142857,,3,C,False
0.29285714285714287,0.07,17.1428571428571,0,H,False
0.29285714285714287,0.07,0.0,0,S,False
0.29285714285714287,0.07,0.0180900000000000,0,N,False
0.29285714285714287,0.07,0.150000000000000,0,C,False
0.29285714285714287,0.07,17.1428571428571,1,H,True
0.29285714285714287,0.07,41.3847502191060,1,S,True
0.29285714285714287,0.07,0.0180900000000000,1,N,True
0.29285714285714287,0.07,0.00515337423312883,1,C,True
0.29285714285714287,0.07,,2,H,False
0.29285714285714287,0.07,,2,S,False
0.29285714285714287,0.07,,2,N,False
0.29285714285714287,0.07,,2,C,False
0.29285714285714287,0.07,,3,H,False
0.29285714285714287,0.07,,3,S,False
0.29285714285714287,0.07,,3,N,False
0.29285714285714287,0.07,,3,C,False
0.3635714285714286,0.001,17.1428571428571,0,H,True
0.3635714285714286,0.001,0.0,0,S,True
0.3635714285714286,0.001,0.0180900000000000,0,N,True
0.3635714285714286,0.001,0.150000000000000,0,C,True
0.3635714285714286,0.001,,1,H,False
0.3635714285714286,0.001,,1,S,False
0.3635714285714286,0.001,,1,N,False
0.3635714285714286,0.001,,1,C,False
0.3635714285714286,0.001,,2,H,False
0.3635714285714286,0.001,,2,S,False
0.3635714285714286,0.001,,2,N,False
0.3635714285714286,0.001,,2,C,False
0.3635714285714286,0.001,,3,H,False
0.3635714285714286,0.001,,3,S,False
0.3635714285714286,0.001,,3,N,False
0.3635714285714286,0.001,,3,C,False
0.3635714285714286,0.005928571428571429,17.1428571428571,0,H,True
0.3635714285714286,0.005928571428571429,0.0,0,S,True
0.3635714285714286,0.005928571428571429,0.0180900000000000,0,N,True
0.3635714285714286,0.005928571428571429,0.150000000000000,0,C,True
0.3635714285714286,0.005928571428571429,,1,H,False
0.3635714285714286,0.005928571428571429,,1,S,False
0.3635714285714286,0.005928571428571429,,1,N,False
0.3635714285714286,0.005928571428571429,,1,C,False
0.3635714285714286,0.005928571428571429,,2,H,False
0.3635714285714286,0.005928571428571429,,2,S,False
0.3635714285714286,0.005928571428571429,,2,N,False
0.3635714285714286,0.005928571428571429,,2,C,False
0.3635714285714286,0.005928571428571429,,3,H,False
0.3635714285714286,0.005928571428571429,,3,S,False
0.3635714285714286,0.005928571428571429,,3,N,False
0.3635714285714286,0.005928571428571429,,3,C,False
0.3635714285714286,0.010857142857142857,17.1428571428571,0,H,False
0.3635714285714286,0.010857142857142857,0.0,0,S,False
0.3635714285714286,0.010857142857142857,0.0180900000000000,0,N,False
0.3635714285714286,0.010857142857142857,0.150000000000000,0,C,False
0.3635714285714286,0.010857142857142857,17.1428571428571,1,H,True
0.3635714285714286,0.010857142857142857,41.7277310924367,1,S,True
0.3635714285714286,0.010857142857142857,0.0180900000000000,1,N,True
0.3635714285714286,0.010857142857142857,0.00395294117647060,1,C,True
0.3635714285714286,0.010857142857142857,39.6154093097909,2,H,False
0.3635714285714286,0.010857142857142857,78.7668635721410,2,S,False
0.3635714285714286,0.010857142857142857,0.0141573033707865,2,N,False
0.3635714285714286,0.010857142857142857,0.00448471123195203,2,C,False
0.3635714285714286,0.010857142857142857,39.6154093097913,3,H,True
0.3635714285714286,0.010857142857142857,2.06179924850619,3,S,True
0.3635714285714286,0.010857142857142857,0.0141573033707865,3,N,True
0.3635714285714286,0.010857142857142857,0.120659299343064,3,C,True
0.3635714285714286,0.01578571428571429,17.1428571428571,0,H,False
0.3635714285714286,0.01578571428571429,0.0,0,S,False
0.3635714285714286,0.01578571428571429,0.0180900000000000,0,N,False
0.3635714285714286,0.01578571428571429,0.150000000000000,0,C,False
0.3635714285714286,0.01578571428571429,17.1428571428571,1,H,True
0.3635714285714286,0.01578571428571429,41.7277310924367,1,S,True
0.3635714285714286,0.01578571428571429,0.0180900000000000,1,N,True
0.3635714285714286,0.01578571428571429,0.00395294117647060,1,C,True
0.3635714285714286,0.01578571428571429,74.9446654611207,2,H,False
0.3635714285714286,0.01578571428571429,95.3295573097476,2,S,False
0.3635714285714286,0.01578571428571429,0.00797468354430382,2,N,False
0.3635714285714286,0.01578571428571429,0.00624460272122433,2,C,False
0.3635714285714286,0.01578571428571429,74.9446654611209,3,H,True
0.3635714285714286,0.01578571428571429,11.1865780592063,3,S,True
0.3635714285714286,0.01578571428571429,0.00797468354430382,3,N,True
0.3635714285714286,0.01578571428571429,0.0736086869288130,3,C,True
0.3635714285714286,0.020714285714285716,17.1428571428571,0,H,False
0.3635714285714286,0.020714285714285716,0.0,0,S,False
0.3635714285714286,0.020714285714285716,0.0180900000000000,0,N,False
0.3635714285714286,0.020714285714285716,0.150000000000000,0,C,False
0.3635714285714286,0.020714285714285716,17.1428571428571,1,H,True
0.3635714285714286,0.020714285714285716,41.7277310924367,1,S,True
0.3635714285714286,0.020714285714285716,0.0180900000000000,1,N,True
0.3635714285714286,0.020714285714285716,0.00395294117647060,1,C,True
0.3635714285714286,0.020714285714285716,88.7962240402768,2,H,False
0.3635714285714286,0.020714285714285716,86.5966615303584,2,S,False
0.3635714285714286,0.020714285714285716,0.00555066079295154,2,N,False
0.3635714285714286,0.020714285714285716,0.00789065937002201,2,C,False
0.3635714285714286,0.020714285714285716,88.7962240402768,3,H,True
0.3635714285714286,0.020714285714285716,18.0536485503838,3,S,True
0.3635714285714286,0.020714285714285716,0.00555066079295154,3,N,True
0.3635714285714286,0.020714285714285716,0.0542054753799131,3,C,True
0.3635714285714286,0.025642857142857144,17.1428571428571,0,H,False
0.3635714285714286,0.025642857142857144,0.0,0,S,False
0.3635714285714286,0.025642857142857144,0.0180900000000000,0,N,False
0.3635714285714286,0.025642857142857144,0.150000000000000,0,C,False
0.3635714285714286,0.025642857142857144,17.1428571428571,1,H,True
0.3635714285714286,0.025642857142857144,41.7277310924367,1,S,True
0.3635714285714286,0.025642857142857144,0.0180900000000000,1,N,True
0.3635714285714286,0.025642857142857144,0.00395294117647060,1,C,True
0.3635714285714286,0.025642857142857144,96.1899613899614,2,H,False
0.3635714285714286,0.025642857142857144,77.3481296433337,2,S,False
0.3635714285714286,0.025642857142857144,0.00425675675675675,2,N,False
0.3635714285714286,0.025642857142857144,0.00953126702145059,2,C,False
0.3635714285714286,0.025642857142857144,96.1899613899613,3,H,True
0.3635714285714286,0.025642857142857144,23.5537023576970,3,S,True
0.3635714285714286,0.025642857142857144,0.00425675675675675,3,N,True
0.3635714285714286,0.025642857142857144,0.0430863863966733,3,C,True
0.3635714285714286,0.030571428571428576,17.1428571428571,0,H,False
0.3635714285714286,0.030571428571428576,0.0,0,S,False
0.3635714285714286,0.030571428571428576,0.0180900000000000,0,N,False
0.3635714285714286,0.030571428571428576,0.150000000000000,0,C,False
0.3635714285714286,0.030571428571428576,17.1428571428571,1,H,True
0.3635714285714286,0.030571428571428576,41.7277310924367,1,S,True
0.3635714285714286,0.030571428571428576,0.0180900000000000,1,N,True
0.3635714285714286,0.030571428571428576,0.00395294117647060,1,C,True
0.3635714285714286,0.030571428571428576,100.788258317025,2,H,False
0.3635714285714286,0.030571428571428576,69.0778026268796,2,S,False
0.3635714285714286,0.030571428571428576,0.00345205479452054,2,N,False
0.3635714285714286,0.030571428571428576,0.0112911688154444,2,C,False
0.3635714285714286,0.030571428571428576,100.788258317025,3,H,True
0.3635714285714286,0.030571428571428576,28.5265213116138,3,S,True
0.3635714285714286,0.030571428571428576,0.00345205479452054,3,N,True
0.3635714285714286,0.030571428571428576,0.0354316482675530,3,C,True
0.3635714285714286,0.035500000000000004,17.1428571428571,0,H,False
0.3635714285714286,0.035500000000000004,0.0,0,S,False
0.3635714285714286,0.035500000000000004,0.0180900000000000,0,N,False
0.3635714285714286,0.035500000000000004,0.150000000000000,0,C,False
0.3635714285714286,0.035500000000000004,17.1428571428571,1,H,True
0.3635714285714286,0.035500000000000004,41.7277310924367,1,S,True
0.3635714285714286,0.035500000000000004,0.0180900000000000,1,N,True
0.3635714285714286,0.035500000000000004,0.00395294117647060,1,C,True
0.3635714285714286,0.035500000000000004,103.924423963134,2,H,False
0.3635714285714286,0.035500000000000004,61.2174307613513,2,S,False
0.3635714285714286,0.035500000000000004,0.00290322580645161,2,N,False
0.3635714285714286,0.035500000000000004,0.0134114063805832,2,C,False
0.3635714285714286,0.035500000000000004,103.924423963134,3,H,True
0.3635714285714286,0.035500000000000004,33.7128568878930,3,S,True
0.3635714285714286,0.035500000000000004,0.00290322580645161,3,N,True
0.3635714285714286,0.035500000000000004,0.0292909693309916,3,C,True
0.3635714285714286,0.04042857142857143,17.1428571428571,0,H,False
0.3635714285714286,0.04042857142857143,0.0,0,S,False
0.3635714285714286,0.04042857142857143,0.0180900000000000,0,N,False
0.3635714285714286,0.04042857142857143,0.150000000000000,0,C,False
0.3635714285714286,0.04042857142857143,17.1428571428571,1,H,True
0.3635714285714286,0.04042857142857143,41.7277310924367,1,S,True
0.3635714285714286,0.04042857142857143,0.0180900000000000,1,N,True
0.3635714285714286,0.04042857142857143,0.00395294117647060,1,C,True
0.3635714285714286,0.04042857142857143,106.200170406135,2,H,False
0.3635714285714286,0.04042857142857143,51.4323909807743,2,S,False
0.3635714285714286,0.04042857142857143,0.00250497017892644,2,N,False
0.3635714285714286,0.04042857142857143,0.0170419998066012,2,C,False
0.3635714285714286,0.04042857142857143,106.200170406135,3,H,True
0.3635714285714286,0.04042857142857143,41.3416784154453,3,S,True
0.3635714285714286,0.04042857142857143,0.00250497017892644,3,N,True
0.3635714285714286,0.04042857142857143,0.0227429582100048,3,C,True
0.3635714285714286,0.04535714285714286,17.1428571428571,0,H,False
0.3635714285714286,0.04535714285714286,0.0,0,S,False
0.3635714285714286,0.04535714285714286,0.0180900000000000,0,N,False
0.3635714285714286,0.04535714285714286,0.150000000000000,0,C,False
0.3635714285714286,0.04535714285714286,17.1428571428571,1,H,True
0.3635714285714286,0.04535714285714286,41.7277310924367,1,S,True
0.3635714285714286,0.04535714285714286,0.0180900000000000,1,N,True
0.3635714285714286,0.04535714285714286,0.00395294117647060,1,C,True
0.3635714285714286,0.04535714285714286,,2,H,False
0.3635714285714286,0.04535714285714286,,2,S,False
0.3635714285714286,0.04535714285714286,,2,N,False
0.3635714285714286,0.04535714285714286,,2,C,False
0.3635714285714286,0.04535714285714286,,3,H,False
0.3635714285714286,0.04535714285714286,,3,S,False
0.3635714285714286,0.04535714285714286,,3,N,False
0.3635714285714286,0.04535714285714286,,3,C,False
0.3635714285714286,0.05028571428571429,17.1428571428571,0,H,False
0.3635714285714286,0.05028571428571429,0.0,0,S,False
0.3635714285714286,0.05028571428571429,0.0180900000000000,0,N,False
0.3635714285714286,0.05028571428571429,0.150000000000000,0,C,False
0.3635714285714286,0.05028571428571429,17.1428571428571,1,H,True
0.3635714285714286,0.05028571428571429,41.7277310924367,1,S,True
0.3635714285714286,0.05028571428571429,0.0180900000000000,1,N,True
0.3635714285714286,0.05028571428571429,0.00395294117647060,1,C,True
0.3635714285714286,0.05028571428571429,,2,H,False
0.3635714285714286,0.05028571428571429,,2,S,False
0.3635714285714286,0.05028571428571429,,2,N,False
0.3635714285714286,0.05028571428571429,,2,C,False
0.3635714285714286,0.05028571428571429,,3,H,False
0.3635714285714286,0.05028571428571429,,3,S,False
0.3635714285714286,0.05028571428571429,,3,N,False
0.3635714285714286,0.05028571428571429,,3,C,False
0.3635714285714286,0.055214285714285716,17.1428571428571,0,H,False
0.3635714285714286,0.055214285714285716,0.0,0,S,False
0.3635714285714286,0.055214285714285716,0.0180900000000000,0,N,False
0.3635714285714286,0.055214285714285716,0.150000000000000,0,C,False
0.3635714285714286,0.055214285714285716,17.1428571428571,1,H,True
0.3635714285714286,0.055214285714285716,41.7277310924367,1,S,True
0.3635714285714286,0.055214285714285716,0.0180900000000000,1,N,True
0.3635714285714286,0.055214285714285716,0.00395294117647060,1,C,True
0.3635714285714286,0.055214285714285716,,2,H,False
0.3635714285714286,0.055214285714285716,,2,S,False
0.3635714285714286,0.055214285714285716,,2,N,False
0.3635714285714286,0.055214285714285716,,2,C,False
0.3635714285714286,0.055214285714285716,,3,H,False
0.3635714285714286,0.055214285714285716,,3,S,False
0.3635714285714286,0.055214285714285716,,3,N,False
0.3635714285714286,0.055214285714285716,,3,C,False
0.3635714285714286,0.06014285714285715,17.1428571428571,0,H,False
0.3635714285714286,0.06014285714285715,0.0,0,S,False
0.3635714285714286,0.06014285714285715,0.0180900000000000,0,N,False
0.3635714285714286,0.06014285714285715,0.150000000000000,0,C,False
0.3635714285714286,0.06014285714285715,17.1428571428571,1,H,True
0.3635714285714286,0.06014285714285715,41.7277310924367,1,S,True
0.3635714285714286,0.06014285714285715,0.0180900000000000,1,N,True
0.3635714285714286,0.06014285714285715,0.00395294117647060,1,C,True
0.3635714285714286,0.06014285714285715,,2,H,False
0.3635714285714286,0.06014285714285715,,2,S,False
0.3635714285714286,0.06014285714285715,,2,N,False
0.3635714285714286,0.06014285714285715,,2,C,False
0.3635714285714286,0.06014285714285715,,3,H,False
0.3635714285714286,0.06014285714285715,,3,S,False
0.3635714285714286,0.06014285714285715,,3,N,False
0.3635714285714286,0.06014285714285715,,3,C,False
0.3635714285714286,0.06507142857142857,17.1428571428571,0,H,False
0.3635714285714286,0.06507142857142857,0.0,0,S,False
0.3635714285714286,0.06507142857142857,0.0180900000000000,0,N,False
0.3635714285714286,0.06507142857142857,0.150000000000000,0,C,False
0.3635714285714286,0.06507142857142857,17.1428571428571,1,H,True
0.3635714285714286,0.06507142857142857,41.7277310924367,1,S,True
0.3635714285714286,0.06507142857142857,0.0180900000000000,1,N,True
0.3635714285714286,0.06507142857142857,0.00395294117647060,1,C,True
0.3635714285714286,0.06507142857142857,,2,H,False
0.3635714285714286,0.06507142857142857,,2,S,False
0.3635714285714286,0.06507142857142857,,2,N,False
0.3635714285714286,0.06507142857142857,,2,C,False
0.3635714285714286,0.06507142857142857,,3,H,False
0.3635714285714286,0.06507142857142857,,3,S,False
0.3635714285714286,0.06507142857142857,,3,N,False
0.3635714285714286,0.06507142857142857,,3,C,False
0.3635714285714286,0.07,17.1428571428571,0,H,False
0.3635714285714286,0.07,0.0,0,S,False
0.3635714285714286,0.07,0.0180900000000000,0,N,False
0.3635714285714286,0.07,0.150000000000000,0,C,False
0.3635714285714286,0.07,17.1428571428571,1,H,True
0.3635714285714286,0.07,41.7277310924367,1,S,True
0.3635714285714286,0.07,0.0180900000000000,1,N,True
0.3635714285714286,0.07,0.00395294117647060,1,C,True
0.3635714285714286,0.07,,2,H,False
0.3635714285714286,0.07,,2,S,False
0.3635714285714286,0.07,,2,N,False
0.3635714285714286,0.07,,2,C,False
0.3635714285714286,0.07,,3,H,False
0.3635714285714286,0.07,,3,S,False
0.3635714285714286,0.07,,3,N,False
0.3635714285714286,0.07,,3,C,False
0.4342857142857143,0.001,17.1428571428571,0,H,True
0.4342857142857143,0.001,0.0,0,S,True
0.4342857142857143,0.001,0.0180900000000000,0,N,True
0.4342857142857143,0.001,0.150000000000000,0,C,True
0.4342857142857143,0.001,,1,H,False
0.4342857142857143,0.001,,1,S,False
0.4342857142857143,0.001,,1,N,False
0.4342857142857143,0.001,,1,C,False
0.4342857142857143,0.001,,2,H,False
0.4342857142857143,0.001,,2,S,False
0.4342857142857143,0.001,,2,N,False
0.4342857142857143,0.001,,2,C,False
0.4342857142857143,0.001,,3,H,False
0.4342857142857143,0.001,,3,S,False
0.4342857142857143,0.001,,3,N,False
0.4342857142857143,0.001,,3,C,False
0.4342857142857143,0.005928571428571429,17.1428571428571,0,H,True
0.4342857142857143,0.005928571428571429,0.0,0,S,True
0.4342857142857143,0.005928571428571429,0.0180900000000000,0,N,True
0.4342857142857143,0.005928571428571429,0.150000000000000,0,C,True
0.4342857142857143,0.005928571428571429,,1,H,False
0.4342857142857143,0.005928571428571429,,1,S,False
0.4342857142857143,0.005928571428571429,,1,N,False
0.4342857142857143,0.005928571428571429,,1,C,False
0.4342857142857143,0.005928571428571429,,2,H,False
0.4342857142857143,0.005928571428571429,,2,S,False
0.4342857142857143,0.005928571428571429,,2,N,False
0.4342857142857143,0.005928571428571429,,2,C,False
0.4342857142857143,0.005928571428571429,,3,H,False
0.4342857142857143,0.005928571428571429,,3,S,False
0.4342857142857143,0.005928571428571429,,3,N,False
0.4342857142857143,0.005928571428571429,,3,C,False
0.4342857142857143,0.010857142857142857,17.1428571428571,0,H,False
0.4342857142857143,0.010857142857142857,0.0,0,S,False
0.4342857142857143,0.010857142857142857,0.0180900000000000,0,N,False
0.4342857142857143,0.010857142857142857,0.150000000000000,0,C,False
0.4342857142857143,0.010857142857142857,17.1428571428571,1,H,True
0.4342857142857143,0.010857142857142857,41.9411123227917,1,S,True
0.4342857142857143,0.010857142857142857,0.0180900000000000,1,N,True
0.4342857142857143,0.010857142857142857,0.00320610687022901,1,C,True
0.4342857142857143,0.010857142857142857,39.6154093097909,2,H,False
0.4342857142857143,0.010857142857142857,79.3383461783591,2,S,False
0.4342857142857143,0.010857142857142857,0.0141573033707865,2,N,False
0.4342857142857143,0.010857142857142857,0.00361916529994034,2,C,False
0.4342857142857143,0.010857142857142857,39.6154093097913,3,H,True
0.4342857142857143,0.010857142857142857,1.66021536689982,3,S,True
0.4342857142857143,0.010857142857142857,0.0141573033707865,3,N,True
0.4342857142857143,0.010857142857142857,0.121267523095291,3,C,True
0.4342857142857143,0.01578571428571429,17.1428571428571,0,H,False
0.4342857142857143,0.01578571428571429,0.0,0,S,False
0.4342857142857143,0.01578571428571429,0.0180900000000000,0,N,False
0.4342857142857143,0.01578571428571429,0.150000000000000,0,C,False
