$\epsilon$,$N_I$,value,fp_num,name,stability
1.0714285714285714,0.00025,32.3615357151468,1,S,True
1.0714285714285714,0.00025,0.0188928571428571,1,N,True
1.0714285714285714,0.00025,0.00283849918433932,1,C,True
1.0714285714285714,0.00025,105.844155844156,2,H,False
1.0714285714285714,0.00025,59.9419474543306,2,S,False
1.0714285714285714,0.00025,0.00272727272727273,2,N,False
1.0714285714285714,0.00025,0.00917938411843290,2,C,False
1.0714285714285714,0.00025,105.844155844156,3,H,True
1.0714285714285714,0.00025,23.8258501716445,3,S,True
1.0714285714285714,0.00025,0.00272727272727273,3,N,True
1.0714285714285714,0.00025,0.0303837430752001,3,C,True
1.0714285714285714,0.000375,13.4693877551021,0,H,False
1.0714285714285714,0.000375,0.0,0,S,False
1.0714285714285714,0.000375,0.0190178571428571,0,N,False
1.0714285714285714,0.000375,0.152142857142857,0,C,False
1.0714285714285714,0.000375,13.4693877551021,1,H,True
1.0714285714285714,0.000375,32.3615357151468,1,S,True
1.0714285714285714,0.000375,0.0190178571428571,1,N,True
1.0714285714285714,0.000375,0.00283849918433932,1,C,True
1.0714285714285714,0.000375,106.558441558442,2,H,False
