$\epsilon$,$C_I$,value,fp_num,name,stability
1.0357142857142858,0.1442857142857143,0.00464746890352486,2,C,False
1.0357142857142858,0.1442857142857143,104.929870129870,3,H,True
1.0357142857142858,0.1442857142857143,15.7020003252342,3,S,True
1.0357142857142858,0.1442857142857143,0.00272727272727273,3,N,True
1.0357142857142858,0.1442857142857143,0.0916572038850377,3,C,True
1.0357142857142858,0.15,15.3061224489796,0,H,False
1.0357142857142858,0.15,0.0,0,S,False
1.0357142857142858,0.15,0.0184114285714286,0,N,False
1.0357142857142858,0.15,0.211071428571429,0,C,False
1.0357142857142858,0.15,15.3061224489796,1,H,True
1.0357142857142858,0.15,52.2026762827098,1,S,True
1.0357142857142858,0.15,0.0184114285714286,1,N,True
1.0357142857142858,0.15,0.00278275020341741,1,C,True
1.0357142857142858,0.15,104.929870129870,2,H,False
1.0357142857142858,0.15,175.212969056242,2,S,False
1.0357142857142858,0.15,0.00272727272727273,2,N,False
1.0357142857142858,0.15,0.00453269430530393,2,C,False
1.0357142857142858,0.15,104.929870129870,3,H,True
1.0357142857142858,0.15,15.5048003584536,3,S,True
1.0357142857142858,0.15,0.00272727272727273,3,N,True
1.0357142857142858,0.15,0.0974862641975447,3,C,True
1.0714285714285714,0.07,13.4693877551021,0,H,False
1.0714285714285714,0.07,0.0,0,S,False
1.0714285714285714,0.07,0.0187328571428571,0,N,False
1.0714285714285714,0.07,0.132142857142857,0,C,False
1.0714285714285714,0.07,13.4693877551021,1,H,True
1.0714285714285714,0.07,28.0265603456887,1,S,True
1.0714285714285714,0.07,0.0187328571428571,1,N,True
1.0714285714285714,0.07,0.00283849918433932,1,C,True
1.0714285714285714,0.07,,2,H,False
1.0714285714285714,0.07,,2,S,False
1.0714285714285714,0.07,,2,N,False
1.0714285714285714,0.07,,2,C,False
1.0714285714285714,0.07,,3,H,False
1.0714285714285714,0.07,,3,S,False
