$\epsilon$,"$u_{S,\max}$",value,fp_num,name,stability
1.1071428571428572,0.04042857142857143,0.00289452166802944,1,C,True
1.1071428571428572,0.04042857142857143,106.200170406135,2,H,False
1.1071428571428572,0.04042857142857143,54.6854535407049,2,S,False
1.1071428571428572,0.04042857142857143,0.00250497017892644,2,N,False
1.1071428571428572,0.04042857142857143,0.0103347025060603,2,C,False
1.1071428571428572,0.04042857142857143,106.200170406135,3,H,True
1.1071428571428572,0.04042857142857143,25.9122040602489,3,S,True
1.1071428571428572,0.04042857142857143,0.00250497017892644,3,N,True
1.1071428571428572,0.04042857142857143,0.0274616092391674,3,C,True
1.1071428571428572,0.04535714285714286,11.6326530612245,0,H,False
1.1071428571428572,0.04535714285714286,0.0,0,S,False
1.1071428571428572,0.04535714285714286,0.0190542857142857,0,N,False
1.1071428571428572,0.04535714285714286,0.153214285714286,0,C,False
1.1071428571428572,0.04535714285714286,11.6326530612245,1,H,True
1.1071428571428572,0.04535714285714286,27.6617483474952,1,S,True
1.1071428571428572,0.04535714285714286,0.0190542857142857,1,N,True
1.1071428571428572,0.04535714285714286,0.00289452166802944,1,C,True
1.1071428571428572,0.04535714285714286,107.926873126873,2,H,False
1.1071428571428572,0.04535714285714286,49.6863048857706,2,S,False
1.1071428571428572,0.04535714285714286,0.00220279720279721,2,N,False
1.1071428571428572,0.04535714285714286,0.0117690622213393,2,C,False
1.1071428571428572,0.04535714285714286,107.926873126873,3,H,True
1.1071428571428572,0.04535714285714286,29.0313001586938,3,S,True
1.1071428571428572,0.04535714285714286,0.00220279720279721,3,N,True
1.1071428571428572,0.04535714285714286,0.0238669886452102,3,C,True
1.1071428571428572,0.05028571428571429,11.6326530612245,0,H,False
1.1071428571428572,0.05028571428571429,0.0,0,S,False
1.1071428571428572,0.05028571428571429,0.0190542857142857,0,N,False
1.1071428571428572,0.05028571428571429,0.153214285714286,0,C,False
1.1071428571428572,0.05028571428571429,11.6326530612245,1,H,True
1.1071428571428572,0.05028571428571429,27.6617483474952,1,S,True
1.1071428571428572,0.05028571428571429,0.0190542857142857,1,N,True
1.1071428571428572,0.05028571428571429,0.00289452166802944,1,C,True
1.1071428571428572,0.05028571428571429,109.281836416314,2,H,False
1.1071428571428572,0.05028571428571429,43.8832383580582,2,S,False
1.1071428571428572,0.05028571428571429,0.00196567862714509,2,N,False
1.1071428571428572,0.05028571428571429,0.0139058959391040,2,C,False
1.1071428571428572,0.05028571428571429,109.281836416314,3,H,True
1.1071428571428572,0.05028571428571429,33.2875817549200,3,S,True
1.1071428571428572,0.05028571428571429,0.00196567862714509,3,N,True
1.1071428571428572,0.05028571428571429,0.0200349736139119,3,C,True
1.1071428571428572,0.055214285714285716,11.6326530612245,0,H,False
1.1071428571428572,0.055214285714285716,0.0,0,S,False
1.1071428571428572,0.055214285714285716,0.0190542857142857,0,N,False
1.1071428571428572,0.055214285714285716,0.153214285714286,0,C,False
1.1071428571428572,0.055214285714285716,11.6326530612245,1,H,True
1.1071428571428572,0.055214285714285716,27.6617483474952,1,S,True
1.1071428571428572,0.055214285714285716,0.0190542857142857,1,N,True
1.1071428571428572,0.055214285714285716,0.00289452166802944,1,C,True
1.1071428571428572,0.055214285714285716,,2,H,False
1.1071428571428572,0.055214285714285716,,2,S,False
1.1071428571428572,0.055214285714285716,,2,N,False
1.1071428571428572,0.055214285714285716,,2,C,False
1.1071428571428572,0.055214285714285716,,3,H,False
1.1071428571428572,0.055214285714285716,,3,S,False
1.1071428571428572,0.055214285714285716,,3,N,False
1.1071428571428572,0.055214285714285716,,3,C,False
1.1071428571428572,0.06014285714285715,11.6326530612245,0,H,False
1.1071428571428572,0.06014285714285715,0.0,0,S,False
1.1071428571428572,0.06014285714285715,0.0190542857142857,0,N,False
1.1071428571428572,0.06014285714285715,0.153214285714286,0,C,False
1.1071428571428572,0.06014285714285715,11.6326530612245,1,H,True
1.1071428571428572,0.06014285714285715,27.6617483474952,1,S,True
1.1071428571428572,0.06014285714285715,0.0190542857142857,1,N,True
1.1071428571428572,0.06014285714285715,0.00289452166802944,1,C,True
1.1071428571428572,0.06014285714285715,,2,H,False
1.1071428571428572,0.06014285714285715,,2,S,False
1.1071428571428572,0.06014285714285715,,2,N,False
1.1071428571428572,0.06014285714285715,,2,C,False
1.1071428571428572,0.06014285714285715,,3,H,False
1.1071428571428572,0.06014285714285715,,3,S,False
1.1071428571428572,0.06014285714285715,,3,N,False
1.1071428571428572,0.06014285714285715,,3,C,False
1.1071428571428572,0.06507142857142857,11.6326530612245,0,H,False
1.1071428571428572,0.06507142857142857,0.0,0,S,False
1.1071428571428572,0.06507142857142857,0.0190542857142857,0,N,False
1.1071428571428572,0.06507142857142857,0.153214285714286,0,C,False
1.1071428571428572,0.06507142857142857,11.6326530612245,1,H,True
1.1071428571428572,0.06507142857142857,27.6617483474952,1,S,True
1.1071428571428572,0.06507142857142857,0.0190542857142857,1,N,True
1.1071428571428572,0.06507142857142857,0.00289452166802944,1,C,True
1.1071428571428572,0.06507142857142857,,2,H,False
1.1071428571428572,0.06507142857142857,,2,S,False
1.1071428571428572,0.06507142857142857,,2,N,False
1.1071428571428572,0.06507142857142857,,2,C,False
1.1071428571428572,0.06507142857142857,,3,H,False
1.1071428571428572,0.06507142857142857,,3,S,False
1.1071428571428572,0.06507142857142857,,3,N,False
1.1071428571428572,0.06507142857142857,,3,C,False
1.1071428571428572,0.07,11.6326530612245,0,H,False
1.1071428571428572,0.07,0.0,0,S,False
1.1071428571428572,0.07,0.0190542857142857,0,N,False
1.1071428571428572,0.07,0.153214285714286,0,C,False
1.1071428571428572,0.07,11.6326530612245,1,H,True
1.1071428571428572,0.07,27.6617483474952,1,S,True
1.1071428571428572,0.07,0.0190542857142857,1,N,True
1.1071428571428572,0.07,0.00289452166802944,1,C,True
1.1071428571428572,0.07,,2,H,False
1.1071428571428572,0.07,,2,S,False
1.1071428571428572,0.07,,2,N,False
1.1071428571428572,0.07,,2,C,False
1.1071428571428572,0.07,,3,H,False
1.1071428571428572,0.07,,3,S,False
1.1071428571428572,0.07,,3,N,False
1.1071428571428572,0.07,,3,C,False
1.1428571428571428,0.001,9.79591836734694,0,H,True
1.1428571428571428,0.001,0.0,0,S,True
1.1428571428571428,0.001,0.0193757142857143,0,N,True
1.1428571428571428,0.001,0.154285714285714,0,C,True
1.1428571428571428,0.001,,1,H,False
1.1428571428571428,0.001,,1,S,False
1.1428571428571428,0.001,,1,N,False
1.1428571428571428,0.001,,1,C,False
1.1428571428571428,0.001,,2,H,False
1.1428571428571428,0.001,,2,S,False
1.1428571428571428,0.001,,2,N,False
1.1428571428571428,0.001,,2,C,False
1.1428571428571428,0.001,,3,H,False
1.1428571428571428,0.001,,3,S,False
1.1428571428571428,0.001,,3,N,False
1.1428571428571428,0.001,,3,C,False
1.1428571428571428,0.005928571428571429,9.79591836734694,0,H,True
1.1428571428571428,0.005928571428571429,0.0,0,S,True
1.1428571428571428,0.005928571428571429,0.0193757142857143,0,N,True
1.1428571428571428,0.005928571428571429,0.154285714285714,0,C,True
1.1428571428571428,0.005928571428571429,,1,H,False
1.1428571428571428,0.005928571428571429,,1,S,False
1.1428571428571428,0.005928571428571429,,1,N,False
1.1428571428571428,0.005928571428571429,,1,C,False
1.1428571428571428,0.005928571428571429,,2,H,False
1.1428571428571428,0.005928571428571429,,2,S,False
1.1428571428571428,0.005928571428571429,,2,N,False
1.1428571428571428,0.005928571428571429,,2,C,False
1.1428571428571428,0.005928571428571429,,3,H,False
1.1428571428571428,0.005928571428571429,,3,S,False
1.1428571428571428,0.005928571428571429,,3,N,False
1.1428571428571428,0.005928571428571429,,3,C,False
1.1428571428571428,0.010857142857142857,9.79591836734694,0,H,False
1.1428571428571428,0.010857142857142857,0.0,0,S,False
1.1428571428571428,0.010857142857142857,0.0193757142857143,0,N,False
1.1428571428571428,0.010857142857142857,0.154285714285714,0,C,False
1.1428571428571428,0.010857142857142857,9.79591836734694,1,H,True
1.1428571428571428,0.010857142857142857,23.0605553696889,1,S,True
1.1428571428571428,0.010857142857142857,0.0193757142857143,1,N,True
1.1428571428571428,0.010857142857142857,0.00295081967213115,1,C,True
1.1428571428571428,0.010857142857142857,39.6154093097910,2,H,False
1.1428571428571428,0.010857142857142857,71.5000415480304,2,S,False
1.1428571428571428,0.010857142857142857,0.0141573033707865,2,N,False
1.1428571428571428,0.010857142857142857,0.00346996080128174,2,C,False
1.1428571428571428,0.010857142857142857,39.6154093097913,3,H,True
1.1428571428571428,0.010857142857142857,1.90145241255836,3,S,True
1.1428571428571428,0.010857142857142857,0.0141573033707865,3,N,True
1.1428571428571428,0.010857142857142857,0.116410735459540,3,C,True
1.1428571428571428,0.01578571428571429,9.79591836734694,0,H,False
1.1428571428571428,0.01578571428571429,0.0,0,S,False
1.1428571428571428,0.01578571428571429,0.0193757142857143,0,N,False
1.1428571428571428,0.01578571428571429,0.154285714285714,0,C,False
1.1428571428571428,0.01578571428571429,9.79591836734694,1,H,True
1.1428571428571428,0.01578571428571429,23.0605553696889,1,S,True
1.1428571428571428,0.01578571428571429,0.0193757142857143,1,N,True
1.1428571428571428,0.01578571428571429,0.00295081967213115,1,C,True
1.1428571428571428,0.01578571428571429,74.9446654611208,2,H,False
1.1428571428571428,0.01578571428571429,85.6058841040932,2,S,False
1.1428571428571428,0.01578571428571429,0.00797468354430382,2,N,False
1.1428571428571428,0.01578571428571429,0.00484819390589761,2,C,False
1.1428571428571428,0.01578571428571429,74.9446654611210,3,H,True
1.1428571428571428,0.01578571428571429,8.74871877157911,3,S,True
1.1428571428571428,0.01578571428571429,0.00797468354430382,3,N,True
1.1428571428571428,0.01578571428571429,0.0707744041434904,3,C,True
1.1428571428571428,0.020714285714285716,9.79591836734694,0,H,False
1.1428571428571428,0.020714285714285716,0.0,0,S,False
1.1428571428571428,0.020714285714285716,0.0193757142857143,0,N,False
1.1428571428571428,0.020714285714285716,0.154285714285714,0,C,False
1.1428571428571428,0.020714285714285716,9.79591836734694,1,H,True
1.1428571428571428,0.020714285714285716,23.0605553696889,1,S,True
1.1428571428571428,0.020714285714285716,0.0193757142857143,1,N,True
1.1428571428571428,0.020714285714285716,0.00295081967213115,1,C,True
1.1428571428571428,0.020714285714285716,88.7962240402769,2,H,False
1.1428571428571428,0.020714285714285716,77.3458082584214,2,S,False
1.1428571428571428,0.020714285714285716,0.00555066079295154,2,N,False
1.1428571428571428,0.020714285714285716,0.00612272287654364,2,C,False
1.1428571428571428,0.020714285714285716,88.7962240402769,3,H,True
1.1428571428571428,0.020714285714285716,13.7728407180059,3,S,True
1.1428571428571428,0.020714285714285716,0.00555066079295154,3,N,True
1.1428571428571428,0.020714285714285716,0.0521475811604319,3,C,True
1.1428571428571428,0.025642857142857144,9.79591836734694,0,H,False
1.1428571428571428,0.025642857142857144,0.0,0,S,False
1.1428571428571428,0.025642857142857144,0.0193757142857143,0,N,False
1.1428571428571428,0.025642857142857144,0.154285714285714,0,C,False
1.1428571428571428,0.025642857142857144,9.79591836734694,1,H,True
1.1428571428571428,0.025642857142857144,23.0605553696889,1,S,True
1.1428571428571428,0.025642857142857144,0.0193757142857143,1,N,True
1.1428571428571428,0.025642857142857144,0.00295081967213115,1,C,True
1.1428571428571428,0.025642857142857144,96.1899613899615,2,H,False
1.1428571428571428,0.025642857142857144,69.0264779627802,2,S,False
1.1428571428571428,0.025642857142857144,0.00425675675675675,2,N,False
1.1428571428571428,0.025642857142857144,0.00736086014615013,2,C,False
1.1428571428571428,0.025642857142857144,96.1899613899614,3,H,True
1.1428571428571428,0.025642857142857144,17.7244226080735,3,S,True
1.1428571428571428,0.025642857142857144,0.00425675675675675,3,N,True
1.1428571428571428,0.025642857142857144,0.0416470707355512,3,C,True
1.1428571428571428,0.030571428571428576,9.79591836734694,0,H,False
1.1428571428571428,0.030571428571428576,0.0,0,S,False
1.1428571428571428,0.030571428571428576,0.0193757142857143,0,N,False
1.1428571428571428,0.030571428571428576,0.154285714285714,0,C,False
1.1428571428571428,0.030571428571428576,9.79591836734694,1,H,True
1.1428571428571428,0.030571428571428576,23.0605553696889,1,S,True
1.1428571428571428,0.030571428571428576,0.0193757142857143,1,N,True
1.1428571428571428,0.030571428571428576,0.00295081967213115,1,C,True
1.1428571428571428,0.030571428571428576,100.788258317025,2,H,False
1.1428571428571428,0.030571428571428576,61.9320088483248,2,S,False
1.1428571428571428,0.030571428571428576,0.00345205479452054,2,N,False
1.1428571428571428,0.030571428571428576,0.00862592832674079,2,C,False
1.1428571428571428,0.030571428571428576,100.788258317025,3,H,True
1.1428571428571428,0.030571428571428576,21.1755943051157,3,S,True
1.1428571428571428,0.030571428571428576,0.00345205479452054,3,N,True
1.1428571428571428,0.030571428571428576,0.0346215677433243,3,C,True
1.1428571428571428,0.035500000000000004,9.79591836734694,0,H,False
1.1428571428571428,0.035500000000000004,0.0,0,S,False
1.1428571428571428,0.035500000000000004,0.0193757142857143,0,N,False
1.1428571428571428,0.035500000000000004,0.154285714285714,0,C,False
1.1428571428571428,0.035500000000000004,9.79591836734694,1,H,True
1.1428571428571428,0.035500000000000004,23.0605553696889,1,S,True
1.1428571428571428,0.035500000000000004,0.0193757142857143,1,N,True
1.1428571428571428,0.035500000000000004,0.00295081967213115,1,C,True
1.1428571428571428,0.035500000000000004,103.924423963134,2,H,False
1.1428571428571428,0.035500000000000004,55.7180364536650,2,S,False
1.1428571428571428,0.035500000000000004,0.00290322580645161,2,N,False
1.1428571428571428,0.035500000000000004,0.0100029841710043,2,C,False
1.1428571428571428,0.035500000000000004,103.924423963134,3,H,True
1.1428571428571428,0.035500000000000004,24.4970001802083,3,S,True
1.1428571428571428,0.035500000000000004,0.00290322580645161,3,N,True
1.1428571428571428,0.035500000000000004,0.0293157360828296,3,C,True
1.1428571428571428,0.04042857142857143,9.79591836734694,0,H,False
1.1428571428571428,0.04042857142857143,0.0,0,S,False
1.1428571428571428,0.04042857142857143,0.0193757142857143,0,N,False
1.1428571428571428,0.04042857142857143,0.154285714285714,0,C,False
1.1428571428571428,0.04042857142857143,9.79591836734694,1,H,True
1.1428571428571428,0.04042857142857143,23.0605553696889,1,S,True
1.1428571428571428,0.04042857142857143,0.0193757142857143,1,N,True
1.1428571428571428,0.04042857142857143,0.00295081967213115,1,C,True
1.1428571428571428,0.04042857142857143,106.200170406135,2,H,False
1.1428571428571428,0.04042857142857143,49.8060334535551,2,S,False
1.1428571428571428,0.04042857142857143,0.00250497017892644,2,N,False
1.1428571428571428,0.04042857142857143,0.0116652046213896,2,C,False
1.1428571428571428,0.04042857142857143,106.200170406135,3,H,True
1.1428571428571428,0.04042857142857143,28.1029971923668,3,S,True
1.1428571428571428,0.04042857142857143,0.00250497017892644,3,N,True
1.1428571428571428,0.04042857142857143,0.0248026146922368,3,C,True
1.1428571428571428,0.04535714285714286,9.79591836734694,0,H,False
1.1428571428571428,0.04535714285714286,0.0,0,S,False
1.1428571428571428,0.04535714285714286,0.0193757142857143,0,N,False
1.1428571428571428,0.04535714285714286,0.154285714285714,0,C,False
1.1428571428571428,0.04535714285714286,9.79591836734694,1,H,True
1.1428571428571428,0.04535714285714286,23.0605553696889,1,S,True
1.1428571428571428,0.04535714285714286,0.0193757142857143,1,N,True
1.1428571428571428,0.04535714285714286,0.00295081967213115,1,C,True
1.1428571428571428,0.04535714285714286,107.926873126873,2,H,False
1.1428571428571428,0.04535714285714286,42.7248495330119,2,S,False
1.1428571428571428,0.04535714285714286,0.00220279720279721,2,N,False
1.1428571428571428,0.04535714285714286,0.0143509110194255,2,C,False
1.1428571428571428,0.04535714285714286,107.926873126873,3,H,True
1.1428571428571428,0.04535714285714286,33.3183491367580,3,S,True
1.1428571428571428,0.04535714285714286,0.00220279720279721,3,N,True
1.1428571428571428,0.04535714285714286,0.0199538121262813,3,C,True
1.1428571428571428,0.05028571428571429,9.79591836734694,0,H,False
1.1428571428571428,0.05028571428571429,0.0,0,S,False
1.1428571428571428,0.05028571428571429,0.0193757142857143,0,N,False
1.1428571428571428,0.05028571428571429,0.154285714285714,0,C,False
1.1428571428571428,0.05028571428571429,9.79591836734694,1,H,True
1.1428571428571428,0.05028571428571429,23.0605553696889,1,S,True
1.1428571428571428,0.05028571428571429,0.0193757142857143,1,N,True
1.1428571428571428,0.05028571428571429,0.00295081967213115,1,C,True
1.1428571428571428,0.05028571428571429,,2,H,False
1.1428571428571428,0.05028571428571429,,2,S,False
1.1428571428571428,0.05028571428571429,,2,N,False
1.1428571428571428,0.05028571428571429,,2,C,False
1.1428571428571428,0.05028571428571429,,3,H,False
1.1428571428571428,0.05028571428571429,,3,S,False
1.1428571428571428,0.05028571428571429,,3,N,False
1.1428571428571428,0.05028571428571429,,3,C,False
1.1428571428571428,0.055214285714285716,9.79591836734694,0,H,False
1.1428571428571428,0.055214285714285716,0.0,0,S,False
1.1428571428571428,0.055214285714285716,0.0193757142857143,0,N,False
1.1428571428571428,0.055214285714285716,0.154285714285714,0,C,False
1.1428571428571428,0.055214285714285716,9.79591836734694,1,H,True
1.1428571428571428,0.055214285714285716,23.0605553696889,1,S,True
1.1428571428571428,0.055214285714285716,0.0193757142857143,1,N,True
1.1428571428571428,0.055214285714285716,0.00295081967213115,1,C,True
1.1428571428571428,0.055214285714285716,,2,H,False
1.1428571428571428,0.055214285714285716,,2,S,False
1.1428571428571428,0.055214285714285716,,2,N,False
1.1428571428571428,0.055214285714285716,,2,C,False
1.1428571428571428,0.055214285714285716,,3,H,False
1.1428571428571428,0.055214285714285716,,3,S,False
1.1428571428571428,0.055214285714285716,,3,N,False
1.1428571428571428,0.055214285714285716,,3,C,False
1.1428571428571428,0.06014285714285715,9.79591836734694,0,H,False
1.1428571428571428,0.06014285714285715,0.0,0,S,False
1.1428571428571428,0.06014285714285715,0.0193757142857143,0,N,False
1.1428571428571428,0.06014285714285715,0.154285714285714,0,C,False
1.1428571428571428,0.06014285714285715,9.79591836734694,1,H,True
1.1428571428571428,0.06014285714285715,23.0605553696889,1,S,True
1.1428571428571428,0.06014285714285715,0.0193757142857143,1,N,True
1.1428571428571428,0.06014285714285715,0.00295081967213115,1,C,True
1.1428571428571428,0.06014285714285715,,2,H,False
1.1428571428571428,0.06014285714285715,,2,S,False
1.1428571428571428,0.06014285714285715,,2,N,False
1.1428571428571428,0.06014285714285715,,2,C,False
1.1428571428571428,0.06014285714285715,,3,H,False
1.1428571428571428,0.06014285714285715,,3,S,False
1.1428571428571428,0.06014285714285715,,3,N,False
1.1428571428571428,0.06014285714285715,,3,C,False
1.1428571428571428,0.06507142857142857,9.79591836734694,0,H,False
1.1428571428571428,0.06507142857142857,0.0,0,S,False
1.1428571428571428,0.06507142857142857,0.0193757142857143,0,N,False
1.1428571428571428,0.06507142857142857,0.154285714285714,0,C,False
1.1428571428571428,0.06507142857142857,9.79591836734694,1,H,True
1.1428571428571428,0.06507142857142857,23.0605553696889,1,S,True
1.1428571428571428,0.06507142857142857,0.0193757142857143,1,N,True
1.1428571428571428,0.06507142857142857,0.00295081967213115,1,C,True
1.1428571428571428,0.06507142857142857,,2,H,False
1.1428571428571428,0.06507142857142857,,2,S,False
1.1428571428571428,0.06507142857142857,,2,N,False
1.1428571428571428,0.06507142857142857,,2,C,False
1.1428571428571428,0.06507142857142857,,3,H,False
1.1428571428571428,0.06507142857142857,,3,S,False
1.1428571428571428,0.06507142857142857,,3,N,False
1.1428571428571428,0.06507142857142857,,3,C,False
1.1428571428571428,0.07,9.79591836734694,0,H,False
1.1428571428571428,0.07,0.0,0,S,False
1.1428571428571428,0.07,0.0193757142857143,0,N,False
1.1428571428571428,0.07,0.154285714285714,0,C,False
1.1428571428571428,0.07,9.79591836734694,1,H,True
1.1428571428571428,0.07,23.0605553696889,1,S,True
1.1428571428571428,0.07,0.0193757142857143,1,N,True
1.1428571428571428,0.07,0.00295081967213115,1,C,True
1.1428571428571428,0.07,,2,H,False
1.1428571428571428,0.07,,2,S,False
1.1428571428571428,0.07,,2,N,False
1.1428571428571428,0.07,,2,C,False
1.1428571428571428,0.07,,3,H,False
1.1428571428571428,0.07,,3,S,False
1.1428571428571428,0.07,,3,N,False
1.1428571428571428,0.07,,3,C,False
1.1785714285714286,0.001,7.95918367346940,0,H,True
1.1785714285714286,0.001,0.0,0,S,True
1.1785714285714286,0.001,0.0196971428571429,0,N,True
1.1785714285714286,0.001,0.155357142857143,0,C,True
1.1785714285714286,0.001,,1,H,False
1.1785714285714286,0.001,,1,S,False
1.1785714285714286,0.001,,1,N,False
1.1785714285714286,0.001,,1,C,False
1.1785714285714286,0.001,,2,H,False
1.1785714285714286,0.001,,2,S,False
1.1785714285714286,0.001,,2,N,False
1.1785714285714286,0.001,,2,C,False
1.1785714285714286,0.001,,3,H,False
1.1785714285714286,0.001,,3,S,False
1.1785714285714286,0.001,,3,N,False
1.1785714285714286,0.001,,3,C,False
1.1785714285714286,0.005928571428571429,7.95918367346940,0,H,True
1.1785714285714286,0.005928571428571429,0.0,0,S,True
1.1785714285714286,0.005928571428571429,0.0196971428571429,0,N,True
1.1785714285714286,0.005928571428571429,0.155357142857143,0,C,True
1.1785714285714286,0.005928571428571429,,1,H,False
1.1785714285714286,0.005928571428571429,,1,S,False
1.1785714285714286,0.005928571428571429,,1,N,False
1.1785714285714286,0.005928571428571429,,1,C,False
1.1785714285714286,0.005928571428571429,,2,H,False
1.1785714285714286,0.005928571428571429,,2,S,False
1.1785714285714286,0.005928571428571429,,2,N,False
1.1785714285714286,0.005928571428571429,,2,C,False
1.1785714285714286,0.005928571428571429,,3,H,False
1.1785714285714286,0.005928571428571429,,3,S,False
1.1785714285714286,0.005928571428571429,,3,N,False
1.1785714285714286,0.005928571428571429,,3,C,False
1.1785714285714286,0.010857142857142857,7.95918367346940,0,H,False
1.1785714285714286,0.010857142857142857,0.0,0,S,False
1.1785714285714286,0.010857142857142857,0.0196971428571429,0,N,False
1.1785714285714286,0.010857142857142857,0.155357142857143,0,C,False
1.1785714285714286,0.010857142857142857,7.95918367346940,1,H,True
1.1785714285714286,0.010857142857142857,18.5531308580655,1,S,True
1.1785714285714286,0.010857142857142857,0.0196971428571429,1,N,True
1.1785714285714286,0.010857142857142857,0.00300739523418242,1,C,True
1.1785714285714286,0.010857142857142857,39.6154093097910,2,H,False
1.1785714285714286,0.010857142857142857,69.6133273166472,2,S,False
1.1785714285714286,0.010857142857142857,0.0141573033707865,2,N,False
1.1785714285714286,0.010857142857142857,0.00357744379461854,2,C,False
1.1785714285714286,0.010857142857142857,39.6154093097913,3,H,True
1.1785714285714286,0.010857142857142857,2.02861848540782,3,S,True
1.1785714285714286,0.010857142857142857,0.0141573033707865,3,N,True
1.1785714285714286,0.010857142857142857,0.115078083242764,3,C,True
1.1785714285714286,0.01578571428571429,7.95918367346940,0,H,False
1.1785714285714286,0.01578571428571429,0.0,0,S,False
1.1785714285714286,0.01578571428571429,0.0196971428571429,0,N,False
1.1785714285714286,0.01578571428571429,0.155357142857143,0,C,False
1.1785714285714286,0.01578571428571429,7.95918367346940,1,H,True
1.1785714285714286,0.01578571428571429,18.5531308580655,1,S,True
1.1785714285714286,0.01578571428571429,0.0196971428571429,1,N,True
1.1785714285714286,0.01578571428571429,0.00300739523418242,1,C,True
1.1785714285714286,0.01578571428571429,74.9446654611208,2,H,False
1.1785714285714286,0.01578571428571429,82.7461275507734,2,S,False
1.1785714285714286,0.01578571428571429,0.00797468354430382,2,N,False
1.1785714285714286,0.01578571428571429,0.00504683475028105,2,C,False
1.1785714285714286,0.01578571428571429,74.9446654611210,3,H,True
1.1785714285714286,0.01578571428571429,9.07622046763423,3,S,True
1.1785714285714286,0.01578571428571429,0.00797468354430382,3,N,True
1.1785714285714286,0.01578571428571429,0.0692922965437291,3,C,True
1.1785714285714286,0.020714285714285716,7.95918367346940,0,H,False
1.1785714285714286,0.020714285714285716,0.0,0,S,False
1.1785714285714286,0.020714285714285716,0.0196971428571429,0,N,False
1.1785714285714286,0.020714285714285716,0.155357142857143,0,C,False
1.1785714285714286,0.020714285714285716,7.95918367346940,1,H,True
1.1785714285714286,0.020714285714285716,18.5531308580655,1,S,True
1.1785714285714286,0.020714285714285716,0.0196971428571429,1,N,True
1.1785714285714286,0.020714285714285716,0.00300739523418242,1,C,True
1.1785714285714286,0.020714285714285716,88.7962240402770,2,H,False
1.1785714285714286,0.020714285714285716,74.1901087927403,2,S,False
1.1785714285714286,0.020714285714285716,0.00555066079295154,2,N,False
1.1785714285714286,0.020714285714285716,0.00644073392687694,2,C,False
1.1785714285714286,0.020714285714285716,88.7962240402769,3,H,True
1.1785714285714286,0.020714285714285716,14.2982515048189,3,S,True
1.1785714285714286,0.020714285714285716,0.00555066079295154,3,N,True
1.1785714285714286,0.020714285714285716,0.0505232466131235,3,C,True
1.1785714285714286,0.025642857142857144,7.95918367346940,0,H,False
1.1785714285714286,0.025642857142857144,0.0,0,S,False
1.1785714285714286,0.025642857142857144,0.0196971428571429,0,N,False
1.1785714285714286,0.025642857142857144,0.155357142857143,0,C,False
1.1785714285714286,0.025642857142857144,7.95918367346940,1,H,True
1.1785714285714286,0.025642857142857144,18.5531308580655,1,S,True
1.1785714285714286,0.025642857142857144,0.0196971428571429,1,N,True
1.1785714285714286,0.025642857142857144,0.00300739523418242,1,C,True
1.1785714285714286,0.025642857142857144,96.1899613899615,2,H,False
1.1785714285714286,0.025642857142857144,65.6120745654865,2,S,False
1.1785714285714286,0.025642857142857144,0.00425675675675675,2,N,False
1.1785714285714286,0.025642857142857144,0.00784051557328534,2,C,False
1.1785714285714286,0.025642857142857144,96.1899613899614,3,H,True
1.1785714285714286,0.025642857142857144,18.5034604763127,3,S,True
1.1785714285714286,0.025642857142857144,0.00425675675675675,3,N,True
1.1785714285714286,0.025642857142857144,0.0398488912534263,3,C,True
1.1785714285714286,0.030571428571428576,7.95918367346940,0,H,False
1.1785714285714286,0.030571428571428576,0.0,0,S,False
1.1785714285714286,0.030571428571428576,0.0196971428571429,0,N,False
1.1785714285714286,0.030571428571428576,0.155357142857143,0,C,False
1.1785714285714286,0.030571428571428576,7.95918367346940,1,H,True
1.1785714285714286,0.030571428571428576,18.5531308580655,1,S,True
1.1785714285714286,0.030571428571428576,0.0196971428571429,1,N,True
1.1785714285714286,0.030571428571428576,0.00300739523418242,1,C,True
1.1785714285714286,0.030571428571428576,100.788258317025,2,H,False
1.1785714285714286,0.030571428571428576,58.1593761504874,2,S,False
1.1785714285714286,0.030571428571428576,0.00345205479452054,2,N,False
1.1785714285714286,0.030571428571428576,0.00934253313760526,2,C,False
1.1785714285714286,0.030571428571428576,100.788258317025,3,H,True
1.1785714285714286,0.030571428571428576,22.3262916842249,3,S,True
1.1785714285714286,0.030571428571428576,0.00345205479452054,3,N,True
1.1785714285714286,0.030571428571428576,0.0325788511331705,3,C,True
1.1785714285714286,0.035500000000000004,7.95918367346940,0,H,False
1.1785714285714286,0.035500000000000004,0.0,0,S,False
1.1785714285714286,0.035500000000000004,0.0196971428571429,0,N,False
1.1785714285714286,0.035500000000000004,0.155357142857143,0,C,False
1.1785714285714286,0.035500000000000004,7.95918367346940,1,H,True
1.1785714285714286,0.035500000000000004,18.5531308580655,1,S,True
1.1785714285714286,0.035500000000000004,0.0196971428571429,1,N,True
1.1785714285714286,0.035500000000000004,0.00300739523418242,1,C,True
1.1785714285714286,0.035500000000000004,103.924423963134,2,H,False
1.1785714285714286,0.035500000000000004,51.3145447561954,2,S,False
1.1785714285714286,0.035500000000000004,0.00290322580645161,2,N,False
1.1785714285714286,0.035500000000000004,0.0111264365625175,2,C,False
1.1785714285714286,0.035500000000000004,103.924423963134,3,H,True
1.1785714285714286,0.035500000000000004,26.2950129693067,3,S,True
1.1785714285714286,0.035500000000000004,0.00290322580645161,3,N,True
