$\epsilon$,$p_{\max}$,value,fp_num,name,stability
1.1071428571428572,0.5005,57.7413379953305,2,S,False
1.1071428571428572,0.5005,0.00272727272727273,2,N,False
1.1071428571428572,0.5005,0.00958165659592086,2,C,False
1.1071428571428572,0.5005,104.929870129870,3,H,True
1.1071428571428572,0.5005,24.1648023387049,3,S,True
1.1071428571428572,0.5005,0.00272727272727273,3,N,True
1.1071428571428572,0.5005,0.0298096118546745,3,C,True
1.1071428571428572,0.5718571428571428,11.6326530612245,0,H,False
1.1071428571428572,0.5718571428571428,0.0,0,S,False
1.1071428571428572,0.5718571428571428,0.0190542857142857,0,N,False
1.1071428571428572,0.5718571428571428,0.153214285714286,0,C,False
1.1071428571428572,0.5718571428571428,11.6326530612245,1,H,True
1.1071428571428572,0.5718571428571428,27.7369967597216,1,S,True
1.1071428571428572,0.5718571428571428,0.0190542857142857,1,N,True
1.1071428571428572,0.5718571428571428,0.00248560595421991,1,C,True
1.1071428571428572,0.5718571428571428,104.929870129870,2,H,False
1.1071428571428572,0.5718571428571428,61.1214759526735,2,S,False
1.1071428571428572,0.5718571428571428,0.00272727272727273,2,N,False
1.1071428571428572,0.5718571428571428,0.00754531550139074,2,C,False
1.1071428571428572,0.5718571428571428,104.929870129870,3,H,True
1.1071428571428572,0.5718571428571428,19.6258554957173,3,S,True
1.1071428571428572,0.5718571428571428,0.00272727272727273,3,N,True
1.1071428571428572,0.5718571428571428,0.0325440694711707,3,C,True
1.1071428571428572,0.6432142857142857,11.6326530612245,0,H,False
1.1071428571428572,0.6432142857142857,0.0,0,S,False
1.1071428571428572,0.6432142857142857,0.0190542857142857,0,N,False
1.1071428571428572,0.6432142857142857,0.153214285714286,0,C,False
1.1071428571428572,0.6432142857142857,11.6326530612245,1,H,True
1.1071428571428572,0.6432142857142857,27.7932704350005,1,S,True
1.1071428571428572,0.6432142857142857,0.0190542857142858,1,N,True
1.1071428571428572,0.6432142857142857,0.00217980295566502,1,C,True
1.1071428571428572,0.6432142857142857,104.929870129870,2,H,False
1.1071428571428572,0.6432142857142857,63.2385574407466,2,S,False
1.1071428571428572,0.6432142857142857,0.00272727272727273,2,N,False
1.1071428571428572,0.6432142857142857,0.00626989417568206,2,C,False
1.1071428571428572,0.6432142857142857,104.929870129870,3,H,True
1.1071428571428572,0.6432142857142857,16.6351006088858,3,S,True
1.1071428571428572,0.6432142857142857,0.00272727272727273,3,N,True
1.1071428571428572,0.6432142857142857,0.0343458293864700,3,C,True
1.1071428571428572,0.7145714285714285,11.6326530612245,0,H,False
1.1071428571428572,0.7145714285714285,0.0,0,S,False
1.1071428571428572,0.7145714285714285,0.0190542857142857,0,N,False
1.1071428571428572,0.7145714285714285,0.153214285714286,0,C,False
1.1071428571428572,0.7145714285714285,11.6326530612245,1,H,True
1.1071428571428572,0.7145714285714285,27.8372143807907,1,S,True
1.1071428571428572,0.7145714285714285,0.0190542857142857,1,N,True
1.1071428571428572,0.7145714285714285,0.00194100230288409,1,C,True
1.1071428571428572,0.7145714285714285,104.929870129870,2,H,False
1.1071428571428572,0.7145714285714285,64.7171296519204,2,S,False
1.1071428571428572,0.7145714285714285,0.00272727272727273,2,N,False
1.1071428571428572,0.7145714285714285,0.00537913841575724,2,C,False
1.1071428571428572,0.7145714285714285,104.929870129870,3,H,True
1.1071428571428572,0.7145714285714285,14.4742794370191,3,S,True
1.1071428571428572,0.7145714285714285,0.00272727272727273,3,N,True
1.1071428571428572,0.7145714285714285,0.0356476013868242,3,C,True
1.1071428571428572,0.7859285714285714,11.6326530612245,0,H,False
1.1071428571428572,0.7859285714285714,0.0,0,S,False
1.1071428571428572,0.7859285714285714,0.0190542857142857,0,N,False
1.1071428571428572,0.7859285714285714,0.153214285714286,0,C,False
1.1071428571428572,0.7859285714285714,11.6326530612245,1,H,True
1.1071428571428572,0.7859285714285714,27.8724807219468,1,S,True
1.1071428571428572,0.7859285714285714,0.0190542857142857,1,N,True
1.1071428571428572,0.7859285714285714,0.00174935758054951,1,C,True
1.1071428571428572,0.7859285714285714,104.929870129870,2,H,False
1.1071428571428572,0.7859285714285714,65.8166515115729,2,S,False
1.1071428571428572,0.7859285714285714,0.00272727272727273,2,N,False
1.1071428571428572,0.7859285714285714,0.00471673895887116,2,C,False
1.1071428571428572,0.7859285714285714,104.929870129870,3,H,True
1.1071428571428572,0.7859285714285714,12.8272322204954,3,S,True
1.1071428571428572,0.7859285714285714,0.00272727272727273,3,N,True
1.1071428571428572,0.7859285714285714,0.0366398537664506,3,C,True
1.1071428571428572,0.8572857142857143,11.6326530612245,0,H,False
1.1071428571428572,0.8572857142857143,0.0,0,S,False
1.1071428571428572,0.8572857142857143,0.0190542857142857,0,N,False
1.1071428571428572,0.8572857142857143,0.153214285714286,0,C,False
1.1071428571428572,0.8572857142857143,11.6326530612245,1,H,True
1.1071428571428572,0.8572857142857143,27.9014088289002,1,S,True
1.1071428571428572,0.8572857142857143,0.0190542857142857,1,N,True
1.1071428571428572,0.8572857142857143,0.00159215615723666,1,C,True
1.1071428571428572,0.8572857142857143,104.929870129870,2,H,False
1.1071428571428572,0.8572857142857143,66.6695707040436,2,S,False
1.1071428571428572,0.8572857142857143,0.00272727272727273,2,N,False
1.1071428571428572,0.8572857142857143,0.00420290359952768,2,C,False
1.1071428571428572,0.8572857142857143,104.929870129870,3,H,True
1.1071428571428572,0.8572857142857143,11.5251915267822,3,S,True
1.1071428571428572,0.8572857142857143,0.00272727272727273,3,N,True
1.1071428571428572,0.8572857142857143,0.0374242593158155,3,C,True
1.1071428571428572,0.9286428571428571,11.6326530612245,0,H,False
1.1071428571428572,0.9286428571428571,0.0,0,S,False
1.1071428571428572,0.9286428571428571,0.0190542857142857,0,N,False
1.1071428571428572,0.9286428571428571,0.153214285714286,0,C,False
1.1071428571428572,0.9286428571428571,11.6326530612245,1,H,True
1.1071428571428572,0.9286428571428571,27.9255665200651,1,S,True
1.1071428571428572,0.9286428571428571,0.0190542857142857,1,N,True
1.1071428571428572,0.9286428571428571,0.00146087817761637,1,C,True
1.1071428571428572,0.9286428571428571,104.929870129870,2,H,False
1.1071428571428572,0.9286428571428571,67.3519360473116,2,S,False
1.1071428571428572,0.9286428571428571,0.00272727272727273,2,N,False
1.1071428571428572,0.9286428571428571,0.00379181724520848,2,C,False
1.1071428571428572,0.9286428571428571,104.929870129870,3,H,True
1.1071428571428572,0.9286428571428571,10.4677674719286,3,S,True
1.1071428571428572,0.9286428571428571,0.00272727272727273,3,N,True
1.1071428571428572,0.9286428571428571,0.0380612972368760,3,C,True
1.1071428571428572,1.0,11.6326530612245,0,H,False
1.1071428571428572,1.0,0.0,0,S,False
1.1071428571428572,1.0,0.0190542857142857,0,N,False
1.1071428571428572,1.0,0.153214285714286,0,C,False
1.1071428571428572,1.0,11.6326530612245,1,H,True
1.1071428571428572,1.0,27.9460439163809,1,S,True
1.1071428571428572,1.0,0.0190542857142857,1,N,True
1.1071428571428572,1.0,0.00134959969500572,1,C,True
1.1071428571428572,1.0,104.929870129870,2,H,False
1.1071428571428572,1.0,67.9109760699237,2,S,False
1.1071428571428572,1.0,0.00272727272727273,2,N,False
1.1071428571428572,1.0,0.00345502739050467,2,C,False
1.1071428571428572,1.0,104.929870129870,3,H,True
1.1071428571428572,1.0,9.59080692345312,3,S,True
1.1071428571428572,1.0,0.00272727272727273,3,N,True
1.1071428571428572,1.0,0.0385896161474289,3,C,True
1.1428571428571428,0.001,9.79591836734694,0,H,True
1.1428571428571428,0.001,0.0,0,S,True
1.1428571428571428,0.001,0.0193757142857143,0,N,True
1.1428571428571428,0.001,0.154285714285714,0,C,True
1.1428571428571428,0.001,,1,H,False
1.1428571428571428,0.001,,1,S,False
1.1428571428571428,0.001,,1,N,False
1.1428571428571428,0.001,,1,C,False
1.1428571428571428,0.001,,2,H,False
1.1428571428571428,0.001,,2,S,False
1.1428571428571428,0.001,,2,N,False
1.1428571428571428,0.001,,2,C,False
1.1428571428571428,0.001,,3,H,False
1.1428571428571428,0.001,,3,S,False
1.1428571428571428,0.001,,3,N,False
1.1428571428571428,0.001,,3,C,False
1.1428571428571428,0.07235714285714286,9.79591836734694,0,H,True
1.1428571428571428,0.07235714285714286,0.0,0,S,True
1.1428571428571428,0.07235714285714286,0.0193757142857143,0,N,True
1.1428571428571428,0.07235714285714286,0.154285714285714,0,C,True
1.1428571428571428,0.07235714285714286,,1,H,False
1.1428571428571428,0.07235714285714286,,1,S,False
1.1428571428571428,0.07235714285714286,,1,N,False
1.1428571428571428,0.07235714285714286,,1,C,False
1.1428571428571428,0.07235714285714286,,2,H,False
1.1428571428571428,0.07235714285714286,,2,S,False
1.1428571428571428,0.07235714285714286,,2,N,False
1.1428571428571428,0.07235714285714286,,2,C,False
1.1428571428571428,0.07235714285714286,,3,H,False
1.1428571428571428,0.07235714285714286,,3,S,False
1.1428571428571428,0.07235714285714286,,3,N,False
1.1428571428571428,0.07235714285714286,,3,C,False
1.1428571428571428,0.1437142857142857,9.79591836734694,0,H,False
1.1428571428571428,0.1437142857142857,0.0,0,S,False
1.1428571428571428,0.1437142857142857,0.0193757142857143,0,N,False
1.1428571428571428,0.1437142857142857,0.154285714285714,0,C,False
1.1428571428571428,0.1437142857142857,9.79591836734694,1,H,True
1.1428571428571428,0.1437142857142857,21.0436059315812,1,S,True
1.1428571428571428,0.1437142857142857,0.0193757142857143,1,N,True
1.1428571428571428,0.1437142857142857,0.0161870503597122,1,C,True
1.1428571428571428,0.1437142857142857,,2,H,False
1.1428571428571428,0.1437142857142857,,2,S,False
1.1428571428571428,0.1437142857142857,,2,N,False
1.1428571428571428,0.1437142857142857,,2,C,False
1.1428571428571428,0.1437142857142857,,3,H,False
1.1428571428571428,0.1437142857142857,,3,S,False
1.1428571428571428,0.1437142857142857,,3,N,False
1.1428571428571428,0.1437142857142857,,3,C,False
1.1428571428571428,0.21507142857142858,9.79591836734694,0,H,False
1.1428571428571428,0.21507142857142858,0.0,0,S,False
1.1428571428571428,0.21507142857142858,0.0193757142857143,0,N,False
1.1428571428571428,0.21507142857142858,0.154285714285714,0,C,False
1.1428571428571428,0.21507142857142858,9.79591836734694,1,H,True
1.1428571428571428,0.21507142857142858,22.2108875762527,1,S,True
1.1428571428571428,0.21507142857142858,0.0193757142857144,1,N,True
1.1428571428571428,0.21507142857142858,0.00852676456655609,1,C,True
1.1428571428571428,0.21507142857142858,,2,H,False
1.1428571428571428,0.21507142857142858,,2,S,False
1.1428571428571428,0.21507142857142858,,2,N,False
1.1428571428571428,0.21507142857142858,,2,C,False
1.1428571428571428,0.21507142857142858,,3,H,False
1.1428571428571428,0.21507142857142858,,3,S,False
1.1428571428571428,0.21507142857142858,,3,N,False
1.1428571428571428,0.21507142857142858,,3,C,False
1.1428571428571428,0.2864285714285714,9.79591836734694,0,H,False
1.1428571428571428,0.2864285714285714,0.0,0,S,False
1.1428571428571428,0.2864285714285714,0.0193757142857143,0,N,False
1.1428571428571428,0.2864285714285714,0.154285714285714,0,C,False
1.1428571428571428,0.2864285714285714,9.79591836734694,1,H,True
1.1428571428571428,0.2864285714285714,22.6282564472736,1,S,True
1.1428571428571428,0.2864285714285714,0.0193757142857143,1,N,True
1.1428571428571428,0.2864285714285714,0.00578778135048230,1,C,True
1.1428571428571428,0.2864285714285714,,2,H,False
1.1428571428571428,0.2864285714285714,,2,S,False
1.1428571428571428,0.2864285714285714,,2,N,False
1.1428571428571428,0.2864285714285714,,2,C,False
1.1428571428571428,0.2864285714285714,,3,H,False
1.1428571428571428,0.2864285714285714,,3,S,False
1.1428571428571428,0.2864285714285714,,3,N,False
1.1428571428571428,0.2864285714285714,,3,C,False
1.1428571428571428,0.35778571428571426,9.79591836734694,0,H,False
1.1428571428571428,0.35778571428571426,0.0,0,S,False
1.1428571428571428,0.35778571428571426,0.0193757142857143,0,N,False
1.1428571428571428,0.35778571428571426,0.154285714285714,0,C,False
1.1428571428571428,0.35778571428571426,9.79591836734694,1,H,True
1.1428571428571428,0.35778571428571426,22.8426798317284,1,S,True
1.1428571428571428,0.35778571428571426,0.0193757142857143,1,N,True
1.1428571428571428,0.35778571428571426,0.00438062788999756,1,C,True
1.1428571428571428,0.35778571428571426,,2,H,False
1.1428571428571428,0.35778571428571426,,2,S,False
1.1428571428571428,0.35778571428571426,,2,N,False
1.1428571428571428,0.35778571428571426,,2,C,False
1.1428571428571428,0.35778571428571426,,3,H,False
1.1428571428571428,0.35778571428571426,,3,S,False
1.1428571428571428,0.35778571428571426,,3,N,False
1.1428571428571428,0.35778571428571426,,3,C,False
1.1428571428571428,0.42914285714285716,9.79591836734694,0,H,False
1.1428571428571428,0.42914285714285716,0.0,0,S,False
1.1428571428571428,0.42914285714285716,0.0193757142857143,0,N,False
1.1428571428571428,0.42914285714285716,0.154285714285714,0,C,False
1.1428571428571428,0.42914285714285716,9.79591836734694,1,H,True
1.1428571428571428,0.42914285714285716,22.9732312658815,1,S,True
1.1428571428571428,0.42914285714285716,0.0193757142857143,1,N,True
1.1428571428571428,0.42914285714285716,0.00352388410336726,1,C,True
1.1428571428571428,0.42914285714285716,,2,H,False
1.1428571428571428,0.42914285714285716,,2,S,False
1.1428571428571428,0.42914285714285716,,2,N,False
1.1428571428571428,0.42914285714285716,,2,C,False
1.1428571428571428,0.42914285714285716,,3,H,False
1.1428571428571428,0.42914285714285716,,3,S,False
1.1428571428571428,0.42914285714285716,,3,N,False
1.1428571428571428,0.42914285714285716,,3,C,False
1.1428571428571428,0.5005,9.79591836734694,0,H,False
1.1428571428571428,0.5005,0.0,0,S,False
1.1428571428571428,0.5005,0.0193757142857143,0,N,False
1.1428571428571428,0.5005,0.154285714285714,0,C,False
1.1428571428571428,0.5005,9.79591836734694,1,H,True
1.1428571428571428,0.5005,23.0610707685727,1,S,True
1.1428571428571428,0.5005,0.0193757142857143,1,N,True
1.1428571428571428,0.5005,0.00294743736695595,1,C,True
1.1428571428571428,0.5005,104.929870129870,2,H,False
1.1428571428571428,0.5005,53.3632020346722,2,S,False
1.1428571428571428,0.5005,0.00272727272727273,2,N,False
1.1428571428571428,0.5005,0.0106029198187203,2,C,False
1.1428571428571428,0.5005,104.929870129870,3,H,True
1.1428571428571428,0.5005,25.8446908119760,3,S,True
1.1428571428571428,0.5005,0.00272727272727273,3,N,True
1.1428571428571428,0.5005,0.0274622483191841,3,C,True
1.1428571428571428,0.5718571428571428,9.79591836734694,0,H,False
1.1428571428571428,0.5718571428571428,0.0,0,S,False
1.1428571428571428,0.5718571428571428,0.0193757142857143,0,N,False
1.1428571428571428,0.5718571428571428,0.154285714285714,0,C,False
1.1428571428571428,0.5718571428571428,9.79591836734694,1,H,True
1.1428571428571428,0.5718571428571428,23.1242123643716,1,S,True
1.1428571428571428,0.5718571428571428,0.0193757142857143,1,N,True
1.1428571428571428,0.5718571428571428,0.00253307064452575,1,C,True
1.1428571428571428,0.5718571428571428,104.929870129870,2,H,False
1.1428571428571428,0.5718571428571428,57.3348500312440,2,S,False
1.1428571428571428,0.5718571428571428,0.00272727272727273,2,N,False
1.1428571428571428,0.5718571428571428,0.00816967342248417,2,C,False
1.1428571428571428,0.5718571428571428,104.929870129870,3,H,True
1.1428571428571428,0.5718571428571428,20.6727026651431,3,S,True
1.1428571428571428,0.5718571428571428,0.00272727272727273,3,N,True
1.1428571428571428,0.5718571428571428,0.0306308880200137,3,C,True
1.1428571428571428,0.6432142857142857,9.79591836734694,0,H,False
1.1428571428571428,0.6432142857142857,0.0,0,S,False
1.1428571428571428,0.6432142857142857,0.0193757142857143,0,N,False
1.1428571428571428,0.6432142857142857,0.154285714285714,0,C,False
1.1428571428571428,0.6432142857142857,9.79591836734694,1,H,True
1.1428571428571428,0.6432142857142857,23.1717886414282,1,S,True
1.1428571428571428,0.6432142857142857,0.0193757142857143,1,N,True
1.1428571428571428,0.6432142857142857,0.00222085132634176,1,C,True
1.1428571428571428,0.6432142857142857,104.929870129870,2,H,False
1.1428571428571428,0.6432142857142857,59.6950877294048,2,S,False
1.1428571428571428,0.6432142857142857,0.00272727272727273,2,N,False
1.1428571428571428,0.6432142857142857,0.00672366413911679,2,C,False
1.1428571428571428,0.6432142857142857,104.929870129870,3,H,True
1.1428571428571428,0.6432142857142857,17.4080260653606,3,S,True
1.1428571428571428,0.6432142857142857,0.00272727272727273,3,N,True
1.1428571428571428,0.6432142857142857,0.0326310054972309,3,C,True
1.1428571428571428,0.7145714285714285,9.79591836734694,0,H,False
1.1428571428571428,0.7145714285714285,0.0,0,S,False
1.1428571428571428,0.7145714285714285,0.0193757142857143,0,N,False
1.1428571428571428,0.7145714285714285,0.154285714285714,0,C,False
1.1428571428571428,0.7145714285714285,9.79591836734694,1,H,True
1.1428571428571428,0.7145714285714285,23.2089236397547,1,S,True
1.1428571428571428,0.7145714285714285,0.0193757142857143,1,N,True
1.1428571428571428,0.7145714285714285,0.00197715289982425,1,C,True
1.1428571428571428,0.7145714285714285,104.929870129870,2,H,False
1.1428571428571428,0.7145714285714285,61.3067791064940,2,S,False
1.1428571428571428,0.7145714285714285,0.00272727272727273,2,N,False
1.1428571428571428,0.7145714285714285,0.00573625482224561,2,C,False
1.1428571428571428,0.7145714285714285,104.929870129870,3,H,True
1.1428571428571428,0.7145714285714285,15.0903875403224,3,S,True
1.1428571428571428,0.7145714285714285,0.00272727272727273,3,N,True
1.1428571428571428,0.7145714285714285,0.0340509162228780,3,C,True
1.1428571428571428,0.7859285714285714,9.79591836734694,0,H,False
1.1428571428571428,0.7859285714285714,0.0,0,S,False
1.1428571428571428,0.7859285714285714,0.0193757142857143,0,N,False
1.1428571428571428,0.7859285714285714,0.154285714285714,0,C,False
1.1428571428571428,0.7859285714285714,9.79591836734694,1,H,True
1.1428571428571428,0.7859285714285714,23.2387147078965,1,S,True
1.1428571428571428,0.7859285714285714,0.0193757142857143,1,N,True
1.1428571428571428,0.7859285714285714,0.00178164901514401,1,C,True
1.1428571428571428,0.7859285714285714,104.929870129870,2,H,False
1.1428571428571428,0.7859285714285714,62.4901006645905,2,S,False
1.1428571428571428,0.7859285714285714,0.00272727272727273,2,N,False
1.1428571428571428,0.7859285714285714,0.00501128802777848,2,C,False
1.1428571428571428,0.7859285714285714,104.929870129870,3,H,True
1.1428571428571428,0.7859285714285714,13.3407290888158,3,S,True
1.1428571428571428,0.7859285714285714,0.00272727272727273,3,N,True
1.1428571428571428,0.7859285714285714,0.0351228516324228,3,C,True
1.1428571428571428,0.8572857142857143,9.79591836734694,0,H,False
1.1428571428571428,0.8572857142857143,0.0,0,S,False
1.1428571428571428,0.8572857142857143,0.0193757142857143,0,N,False
1.1428571428571428,0.8572857142857143,0.154285714285714,0,C,False
1.1428571428571428,0.8572857142857143,9.79591836734694,1,H,True
1.1428571428571428,0.8572857142857143,23.2631443497955,1,S,True
1.1428571428571428,0.8572857142857143,0.0193757142857143,1,N,True
1.1428571428571428,0.8572857142857143,0.00162132949018195,1,C,True
1.1428571428571428,0.8572857142857143,104.929870129870,2,H,False
1.1428571428571428,0.8572857142857143,63.4004552403727,2,S,False
1.1428571428571428,0.8572857142857143,0.00272727272727273,2,N,False
1.1428571428571428,0.8572857142857143,0.00445355557194883,2,C,False
1.1428571428571428,0.8572857142857143,104.929870129870,3,H,True
1.1428571428571428,0.8572857142857143,11.9659598960631,3,S,True
1.1428571428571428,0.8572857142857143,0.00272727272727273,3,N,True
1.1428571428571428,0.8572857142857143,0.0359651096036251,3,C,True
1.1428571428571428,0.9286428571428571,9.79591836734694,0,H,False
1.1428571428571428,0.9286428571428571,0.0,0,S,False
1.1428571428571428,0.9286428571428571,0.0193757142857143,0,N,False
1.1428571428571428,0.9286428571428571,0.154285714285714,0,C,False
1.1428571428571428,0.9286428571428571,9.79591836734694,1,H,True
1.1428571428571428,0.9286428571428571,23.2835404056673,1,S,True
1.1428571428571428,0.9286428571428571,0.0193757142857143,1,N,True
1.1428571428571428,0.9286428571428571,0.00148748037352285,1,C,True
1.1428571428571428,0.9286428571428571,104.929870129870,2,H,False
1.1428571428571428,0.9286428571428571,64.1245341926049,2,S,False
1.1428571428571428,0.9286428571428571,0.00272727272727273,2,N,False
1.1428571428571428,0.9286428571428571,0.00400994563908704,2,C,False
1.1428571428571428,0.9286428571428571,104.929870129870,3,H,True
1.1428571428571428,0.9286428571428571,10.8541459735594,3,S,True
1.1428571428571428,0.9286428571428571,0.00272727272727273,3,N,True
1.1428571428571428,0.9286428571428571,0.0366462669525524,3,C,True
1.1428571428571428,1.0,9.79591836734694,0,H,False
1.1428571428571428,1.0,0.0,0,S,False
1.1428571428571428,1.0,0.0193757142857143,0,N,False
1.1428571428571428,1.0,0.154285714285714,0,C,False
1.1428571428571428,1.0,9.79591836734694,1,H,True
1.1428571428571428,1.0,23.3008256737810,1,S,True
1.1428571428571428,1.0,0.0193757142857143,1,N,True
1.1428571428571428,1.0,0.00137404580152672,1,C,True
1.1428571428571428,1.0,104.929870129870,2,H,False
1.1428571428571428,1.0,64.7151776258182,2,S,False
1.1428571428571428,1.0,0.00272727272727273,2,N,False
1.1428571428571428,1.0,0.00364808552294185,2,C,False
1.1428571428571428,1.0,104.929870129870,3,H,True
1.1428571428571428,1.0,9.93490455256323,3,S,True
1.1428571428571428,1.0,0.00272727272727273,3,N,True
1.1428571428571428,1.0,0.0372094439704655,3,C,True
1.1785714285714286,0.001,7.95918367346940,0,H,True
1.1785714285714286,0.001,0.0,0,S,True
1.1785714285714286,0.001,0.0196971428571429,0,N,True
1.1785714285714286,0.001,0.155357142857143,0,C,True
1.1785714285714286,0.001,,1,H,False
1.1785714285714286,0.001,,1,S,False
1.1785714285714286,0.001,,1,N,False
1.1785714285714286,0.001,,1,C,False
1.1785714285714286,0.001,,2,H,False
1.1785714285714286,0.001,,2,S,False
1.1785714285714286,0.001,,2,N,False
1.1785714285714286,0.001,,2,C,False
1.1785714285714286,0.001,,3,H,False
1.1785714285714286,0.001,,3,S,False
1.1785714285714286,0.001,,3,N,False
1.1785714285714286,0.001,,3,C,False
1.1785714285714286,0.07235714285714286,7.95918367346940,0,H,True
1.1785714285714286,0.07235714285714286,0.0,0,S,True
1.1785714285714286,0.07235714285714286,0.0196971428571429,0,N,True
1.1785714285714286,0.07235714285714286,0.155357142857143,0,C,True
1.1785714285714286,0.07235714285714286,,1,H,False
1.1785714285714286,0.07235714285714286,,1,S,False
1.1785714285714286,0.07235714285714286,,1,N,False
1.1785714285714286,0.07235714285714286,,1,C,False
1.1785714285714286,0.07235714285714286,,2,H,False
1.1785714285714286,0.07235714285714286,,2,S,False
1.1785714285714286,0.07235714285714286,,2,N,False
1.1785714285714286,0.07235714285714286,,2,C,False
1.1785714285714286,0.07235714285714286,,3,H,False
1.1785714285714286,0.07235714285714286,,3,S,False
1.1785714285714286,0.07235714285714286,,3,N,False
1.1785714285714286,0.07235714285714286,,3,C,False
1.1785714285714286,0.1437142857142857,7.95918367346940,0,H,False
1.1785714285714286,0.1437142857142857,0.0,0,S,False
1.1785714285714286,0.1437142857142857,0.0196971428571429,0,N,False
1.1785714285714286,0.1437142857142857,0.155357142857143,0,C,False
1.1785714285714286,0.1437142857142857,7.95918367346940,1,H,True
1.1785714285714286,0.1437142857142857,16.8878565069795,1,S,True
1.1785714285714286,0.1437142857142857,0.0196971428571429,1,N,True
1.1785714285714286,0.1437142857142857,0.0166818596171376,1,C,True
1.1785714285714286,0.1437142857142857,,2,H,False
1.1785714285714286,0.1437142857142857,,2,S,False
1.1785714285714286,0.1437142857142857,,2,N,False
1.1785714285714286,0.1437142857142857,,2,C,False
1.1785714285714286,0.1437142857142857,,3,H,False
1.1785714285714286,0.1437142857142857,,3,S,False
1.1785714285714286,0.1437142857142857,,3,N,False
1.1785714285714286,0.1437142857142857,,3,C,False
1.1785714285714286,0.21507142857142858,7.95918367346940,0,H,False
1.1785714285714286,0.21507142857142858,0.0,0,S,False
1.1785714285714286,0.21507142857142858,0.0196971428571429,0,N,False
1.1785714285714286,0.21507142857142858,0.155357142857143,0,C,False
1.1785714285714286,0.21507142857142858,7.95918367346940,1,H,True
1.1785714285714286,0.21507142857142858,17.8561212997275,1,S,True
1.1785714285714286,0.21507142857142858,0.0196971428571428,1,N,True
1.1785714285714286,0.21507142857142858,0.00873091603053436,1,C,True
1.1785714285714286,0.21507142857142858,,2,H,False
1.1785714285714286,0.21507142857142858,,2,S,False
1.1785714285714286,0.21507142857142858,,2,N,False
1.1785714285714286,0.21507142857142858,,2,C,False
1.1785714285714286,0.21507142857142858,,3,H,False
1.1785714285714286,0.21507142857142858,,3,S,False
1.1785714285714286,0.21507142857142858,,3,N,False
1.1785714285714286,0.21507142857142858,,3,C,False
1.1785714285714286,0.2864285714285714,7.95918367346940,0,H,False
1.1785714285714286,0.2864285714285714,0.0,0,S,False
1.1785714285714286,0.2864285714285714,0.0196971428571429,0,N,False
1.1785714285714286,0.2864285714285714,0.155357142857143,0,C,False
1.1785714285714286,0.2864285714285714,7.95918367346940,1,H,True
1.1785714285714286,0.2864285714285714,18.1993156382235,1,S,True
1.1785714285714286,0.2864285714285714,0.0196971428571430,1,N,True
1.1785714285714286,0.2864285714285714,0.00591276252019384,1,C,True
1.1785714285714286,0.2864285714285714,,2,H,False
1.1785714285714286,0.2864285714285714,,2,S,False
1.1785714285714286,0.2864285714285714,,2,N,False
1.1785714285714286,0.2864285714285714,,2,C,False
1.1785714285714286,0.2864285714285714,,3,H,False
1.1785714285714286,0.2864285714285714,,3,S,False
1.1785714285714286,0.2864285714285714,,3,N,False
1.1785714285714286,0.2864285714285714,,3,C,False
1.1785714285714286,0.35778571428571426,7.95918367346940,0,H,False
1.1785714285714286,0.35778571428571426,0.0,0,S,False
1.1785714285714286,0.35778571428571426,0.0196971428571429,0,N,False
1.1785714285714286,0.35778571428571426,0.155357142857143,0,C,False
1.1785714285714286,0.35778571428571426,7.95918367346940,1,H,True
1.1785714285714286,0.35778571428571426,18.3750204094708,1,S,True
1.1785714285714286,0.35778571428571426,0.0196971428571428,1,N,True
1.1785714285714286,0.35778571428571426,0.00446995603321936,1,C,True
1.1785714285714286,0.35778571428571426,,2,H,False
1.1785714285714286,0.35778571428571426,,2,S,False
1.1785714285714286,0.35778571428571426,,2,N,False
1.1785714285714286,0.35778571428571426,,2,C,False
1.1785714285714286,0.35778571428571426,,3,H,False
1.1785714285714286,0.35778571428571426,,3,S,False
1.1785714285714286,0.35778571428571426,,3,N,False
1.1785714285714286,0.35778571428571426,,3,C,False
1.1785714285714286,0.42914285714285716,7.95918367346940,0,H,False
1.1785714285714286,0.42914285714285716,0.0,0,S,False
1.1785714285714286,0.42914285714285716,0.0196971428571429,0,N,False
1.1785714285714286,0.42914285714285716,0.155357142857143,0,C,False
1.1785714285714286,0.42914285714285716,7.95918367346940,1,H,True
1.1785714285714286,0.42914285714285716,18.4817956435197,1,S,True
1.1785714285714286,0.42914285714285716,0.0196971428571428,1,N,True
1.1785714285714286,0.42914285714285716,0.00359316709208718,1,C,True
1.1785714285714286,0.42914285714285716,,2,H,False
1.1785714285714286,0.42914285714285716,,2,S,False
1.1785714285714286,0.42914285714285716,,2,N,False
1.1785714285714286,0.42914285714285716,,2,C,False
1.1785714285714286,0.42914285714285716,,3,H,False
1.1785714285714286,0.42914285714285716,,3,S,False
1.1785714285714286,0.42914285714285716,,3,N,False
1.1785714285714286,0.42914285714285716,,3,C,False
1.1785714285714286,0.5005,7.95918367346940,0,H,False
1.1785714285714286,0.5005,0.0,0,S,False
1.1785714285714286,0.5005,0.0196971428571429,0,N,False
1.1785714285714286,0.5005,0.155357142857143,0,C,False
1.1785714285714286,0.5005,7.95918367346940,1,H,True
1.1785714285714286,0.5005,18.5535516855742,1,S,True
1.1785714285714286,0.5005,0.0196971428571429,1,N,True
