para_name,para_value,fp_num,stable,var_name,var_value
K_H,0.0009655172413793104,0,False,S,0.0
K_H,0.0009655172413793104,1,True,S,42.0779220779221
K_H,0.0009655172413793104,2,False,S,70.0509435356206
K_H,0.0009655172413793104,3,True,S,20.6042728430420
K_H,0.0010344827586206897,0,False,S,0.0
K_H,0.0010344827586206897,1,True,S,42.0779220779221
K_H,0.0010344827586206897,2,False,S,70.0509435356206
K_H,0.0010344827586206897,3,True,S,20.6042728430420
K_H,0.001103448275862069,0,False,S,0.0
K_H,0.001103448275862069,1,True,S,42.0779220779221
K_H,0.001103448275862069,2,False,S,70.0509435356206
K_H,0.001103448275862069,3,True,S,20.6042728430420
K_H,0.0011724137931034483,0,False,S,0.0
K_H,0.0011724137931034483,1,True,S,42.0779220779221
K_H,0.0012413793103448277,0,False,S,0.0
K_H,0.0012413793103448277,1,True,S,42.0779220779221
K_H,0.001310344827586207,0,False,S,0.0
K_H,0.001310344827586207,1,True,S,42.0779220779221
K_H,0.0013793103448275863,0,False,S,0.0
K_H,0.0013793103448275863,1,True,S,42.0779220779221
K_H,0.0014482758620689656,0,False,S,0.0
K_H,0.0014482758620689656,1,True,S,42.0779220779221
K_H,0.001517241379310345,0,False,S,0.0
K_H,0.001517241379310345,1,True,S,42.0779220779221
K_H,0.0015862068965517243,0,False,S,0.0
K_H,0.0015862068965517243,1,True,S,42.0779220779221
K_H,0.0016551724137931034,0,False,S,0.0
K_H,0.0016551724137931034,1,True,S,42.0779220779221
K_H,0.0017241379310344827,0,False,S,0.0
K_H,0.0017241379310344827,1,True,S,42.0779220779221
K_H,0.001793103448275862,0,False,S,0.0
K_H,0.001793103448275862,1,True,S,42.0779220779221
K_H,0.0018620689655172414,0,False,S,0.0
K_H,0.0018620689655172414,1,True,S,42.0779220779221
K_H,0.0019310344827586207,0,False,S,0.0
K_H,0.0019310344827586207,1,True,S,42.0779220779221
K_H,0.002,0,False,S,0.0
K_H,0.002,1,True,S,42.0779220779221
d_C,0.0,1,True,S,17.1428571428571
d_C,0.02413793103448276,0,False,S,0.0
d_C,0.02413793103448276,1,True,S,18.3466188983430
d_C,0.04827586206896552,0,False,S,0.0
d_C,0.04827586206896552,1,True,S,19.5503806538289
d_C,0.07241379310344828,0,False,S,0.0
d_C,0.07241379310344828,1,True,S,20.7541424093148
d_C,0.09655172413793103,0,False,S,0.0
d_C,0.09655172413793103,1,True,S,21.9579041648007
d_C,0.12068965517241378,0,False,S,0.0
d_C,0.12068965517241378,1,True,S,23.1616659202866
d_C,0.14482758620689656,0,False,S,0.0
d_C,0.14482758620689656,1,True,S,24.3654276757725
d_C,0.16896551724137931,0,False,S,0.0
d_C,0.16896551724137931,1,True,S,25.5691894312584
d_C,0.19310344827586207,0,False,S,0.0
d_C,0.19310344827586207,1,True,S,26.7729511867443
d_C,0.21724137931034482,0,False,S,0.0
d_C,0.21724137931034482,1,True,S,27.9767129422302
d_C,0.24137931034482757,0,False,S,0.0
d_C,0.24137931034482757,1,True,S,29.1804746977161
d_C,0.2655172413793103,0,False,S,0.0
d_C,0.2655172413793103,1,True,S,30.3842364532020
d_C,0.2896551724137931,0,False,S,0.0
d_C,0.2896551724137931,1,True,S,31.5879982086879
d_C,0.3137931034482759,0,False,S,0.0
